date,ticker,signal_value,signal_date,execution_date,included_in_trade
2017-03-31,078930,1.9907374683827501,2017-03-31,2017-04-03,True
2017-03-31,036570,0.9287460352744586,2017-03-31,2017-04-03,True
2017-03-31,008700,1.6855386368412377,2017-03-31,2017-04-03,True
2017-03-31,004720,2.2653022292274287,2017-03-31,2017-04-03,True
2017-03-31,006060,3.4287486875148057,2017-03-31,2017-04-03,True
2017-06-30,103140,1.2116527455892985,2017-06-30,2017-07-03,True
2017-06-30,001230,1.1910972733260068,2017-06-30,2017-07-03,True
2017-06-30,008930,1.6866570334758368,2017-06-30,2017-07-03,True
2017-06-30,020150,2.113285598770931,2017-06-30,2017-07-03,True
2017-06-30,000030,2.1763863327944795,2017-06-30,2017-07-03,True
2017-12-28,009420,2.0187996291485826,2017-12-28,2018-01-02,True
2017-12-28,069620,0.766511391500174,2017-12-28,2018-01-02,True
2017-12-28,004020,0.01697169855595184,2017-12-28,2018-01-02,True
2017-12-28,123690,2.0548462581120126,2017-12-28,2018-01-02,True
2017-12-28,003350,3.0127105372625747,2017-12-28,2018-01-02,True
2019-06-28,000210,1.2490789465475076,2019-06-28,2019-07-01,True
2019-06-28,000720,-0.05021261601490451,2019-06-28,2019-07-01,True
2019-06-28,074610,2.2880976484121507,2019-06-28,2019-07-01,True
2019-06-28,000270,1.2122073807975298,2019-06-28,2019-07-01,True
2019-06-28,012450,0.9543214664842825,2019-06-28,2019-07-01,True
2019-09-30,207940,0.5271229024079005,2019-09-30,2019-10-01,True
2019-09-30,012450,-0.07215928703827432,2019-09-30,2019-10-01,True
2019-09-30,009320,2.877987268315939,2019-09-30,2019-10-01,True
2019-09-30,010660,1.5260363829614676,2019-09-30,2019-10-01,True
2019-09-30,033250,1.9521156261777253,2019-09-30,2019-10-01,True
2019-12-30,004310,1.5326084198964147,2019-12-30,2020-01-02,True
2019-12-30,207940,0.533372943598102,2019-12-30,2020-01-02,True
2019-12-30,044380,2.7528352731159376,2019-12-30,2020-01-02,True
2019-12-30,008770,0.6746588346904341,2019-12-30,2020-01-02,True
2019-12-30,012510,0.5739598770813978,2019-12-30,2020-01-02,True
2020-03-31,007570,1.8314333097718745,2020-03-31,2020-04-01,True
