carrier,rank_ic_pooled,rank_ic_mean,rank_ic_t_stat,rank_ic_n_quarters,spread,spread_t_stat,positive_spread_ratio
F008-B E014,0.08685257498838951,0.11223577328400715,2.5560188492040794,22.0,0.13939081702081568,3.7525616731330733,0.9090909090909091
