period,start,end,v1_net_total_return,v1_cost_0_total_return,v1_annualized_return,v1_cost_0_annualized_return,v1_max_drawdown,v1_cost_0_max_drawdown,v1_trade_count,v1_cost_0_trade_count
2010-2017,2010-01-04,2017-12-31,-0.07033739563062968,-0.0648215904986692,-0.010567612798154213,-0.009714657930296022,-0.10217769835785173,-0.10165769835785154,9,9
2018-2026,2018-01-01,2026-05-04,-0.5304294447314092,-0.4995609108119975,-0.08894508502321041,-0.08176923830653438,-0.7645807953935938,-0.7513344981785548,99,99
