frequency,label,gross_cagr,after_tax_cagr,after_tax_sharpe,after_tax_mdd,gross_final_nav,after_tax_final_nav,realized_gains_krw_16y,capital_gains_tax_krw_16y,dividend_withholding_krw_16y,total_tax_paid_krw_16y,average_annual_tax_paid_krw,max_annual_tax_paid_krw,average_quarterly_turnover,average_annual_turnover,average_tracking_drift_pp,max_tracking_drift_pp
monthly,Monthly,0.1271820835603512,0.12046075529764488,1.1205974881462837,-0.16943923849463938,7.095457528071096,6.4177315727163124,107821585.29374984,15859442.283295773,9265539.11126468,25124981.394560453,1477940.0820329678,5621421.596871065,0.03436760822520741,0.13342718487433466,1.5767069955421746,7.1422764436672725
quarterly,Quarterly,0.12850206063402814,0.12194304149288371,1.1268298600709963,-0.16474896948492512,7.232681614610943,6.558110722489265,110484548.55988175,17028572.339343663,9315273.398173006,26343845.73751667,1549637.9845598042,4599248.361159856,0.02178692674106984,0.0833029551864435,2.8348484325602383,9.231467326560894
semiannual,Semiannual,0.12737293922383408,0.1213926105465748,1.120912433055169,-0.16489348177260044,7.115146460078961,6.5056492908218955,103187986.89581664,15521599.645849638,9214451.116401954,24736050.762251593,1455061.8095442113,4278249.7202554615,0.029461141621949,0.05545626658249224,3.6496442684259676,9.272358521677265
annual,Annual,0.12845114055570517,0.12259825001272517,1.1214239517014544,-0.1669256131525506,7.227342107355829,6.621076265147505,104440997.49770403,16957526.79895064,9233990.02110165,26191516.82005229,1540677.460003076,7057879.034054498,0.046888691696114,0.046888691696114,5.393897137065954,9.553492141803371
no_rebalance,No-rebalance,0.1473939515553957,0.14689964293427682,1.0249845545270884,-0.21330478820272525,9.490908013422956,9.400648064212593,0.0,0.0,8775994.921036351,8775994.921036351,516234.9953550795,1079418.4000509093,0.0,0.0,38.55746296672825,30.112473284072582
threshold_5pp,Threshold 5pp,0.1278356037344084,0.12272559811379624,1.106844583769961,-0.17621225116879924,7.163088672205002,6.633380113403279,100432283.31103332,17695102.32842733,9407109.05631907,27102211.3847464,1594247.7285144944,7328351.040012151,0.0706508895481393,0.08831361193517412,6.357290106462253,4.9850359692151045
threshold_10pp,Threshold 10pp,0.1318420676040457,0.12650574680626359,1.0664015701187055,-0.18611935294971038,7.591119351122622,7.008531511400596,101837690.49789095,20754291.909536008,9276448.729668934,30030740.63920494,1766514.1552473495,13430585.770904262,0.12408544436988955,0.12408544436988955,12.881941167605104,9.998719574205245
