multiplier,is_total_return,oos_total_return,full_total_return,cost_paid_total
0.0,-0.09976588204501224,0.8814766034128603,0.6648253439199692,0.0
1.0,-0.3072617165074615,0.5807923003327637,0.07497177855472259,0.3801275512407366
2.0,-0.4676012008548427,0.3270309087612109,-0.3073587025396901,0.621549699171615
3.0,-0.5913491545219776,0.11304533605091516,-0.5546604368230088,0.7735035730769226
