signal_date,sector_code,sector_name,n_stocks,n_foreign_positive,n_relative_strength_positive,n_strict_positive,sector_breadth_value,sector_breadth_strict,breadth_score,eligible_for_score
2017-03-31,07,헬스케어,7,3,5,3,0.42857142857142855,0.42857142857142855,0.682575068215845,True
2017-03-31,08,인터넷/게임/SW,13,10,10,9,0.7692307692307693,0.6923076923076923,1.7961034159660927,True
2017-03-31,09,소비재/유통,9,3,4,1,0.3333333333333333,0.1111111111111111,-0.6577831281501938,True
2017-03-31,10,음식료,5,2,2,0,0.4,0.0,-1.1269084968783074,True
2017-03-31,11,에너지/유틸리티,2,2,1,1,1.0,,,False
2017-03-31,12,건설/부동산,4,2,0,0,0.5,0.0,-1.1269084968783074,True
2017-06-30,01,반도체/IT하드웨어,8,4,7,3,0.5,0.375,0.47124070395571577,True
2017-06-30,02,자동차/운송장비,7,5,2,1,0.7142857142857143,0.14285714285714285,-0.5937722938417629,True
2017-06-30,03,2차전지/화학/소재,19,9,5,4,0.47368421052631576,0.21052631578947367,-0.28332316088055454,True
2017-06-30,04,철강금속,5,4,5,4,0.8,0.8,2.4210337306926384,True
2017-06-30,05,조선/기계/산업재,9,5,4,3,0.5555555555555556,0.3333333333333333,0.28008452486386054,True
2017-06-30,06,금융,18,15,9,8,0.8333333333333334,0.4444444444444444,0.7898343357754742,True
2017-06-30,07,헬스케어,6,2,2,0,0.3333333333333333,0.0,-1.2491649078709803,True
2017-06-30,08,인터넷/게임/SW,12,8,1,1,0.6666666666666666,0.08333333333333333,-0.8668525496872702,True
2017-06-30,09,소비재/유통,6,3,3,1,0.5,0.16666666666666666,-0.4845401915035599,True
2017-06-30,10,음식료,2,2,1,1,1.0,,,False
2017-06-30,11,에너지/유틸리티,2,0,1,0,0.0,,,False
2017-06-30,12,건설/부동산,6,4,2,1,0.6666666666666666,0.16666666666666666,-0.4845401915035599,True
2017-09-29,01,반도체/IT하드웨어,10,4,4,0,0.4,0.0,-1.0515728662838457,True
2017-09-29,02,자동차/운송장비,8,2,3,1,0.25,0.125,-0.3175922483370001,True
2017-09-29,03,2차전지/화학/소재,20,9,8,4,0.45,0.2,0.12279612243110735,True
2017-09-29,04,철강금속,4,2,1,1,0.5,0.25,0.41638836960984554,True
2017-09-29,05,조선/기계/산업재,7,2,1,0,0.2857142857142857,0.0,-1.0515728662838457,True
2017-09-29,06,금융,15,8,4,3,0.5333333333333333,0.2,0.12279612243110735,True
2017-09-29,07,헬스케어,9,6,6,4,0.6666666666666666,0.4444444444444444,1.558135997527161,True
2017-09-29,08,인터넷/게임/SW,14,7,2,1,0.5,0.07142857142857142,-0.6321553703142198,True
2017-09-29,09,소비재/유통,6,1,2,0,0.16666666666666666,0.0,-1.0515728662838457,True
2017-09-29,10,음식료,4,2,3,2,0.5,0.5,1.884349605503537,True
2017-09-29,11,에너지/유틸리티,1,0,0,0,0.0,,,False
2017-09-29,12,건설/부동산,2,0,0,0,0.0,,,False
2017-12-28,01,반도체/IT하드웨어,10,3,4,3,0.3,0.3,-0.08656690078046828,True
2017-12-28,02,자동차/운송장비,6,1,2,0,0.16666666666666666,0.0,-1.6008993456954923,True
2017-12-28,03,2차전지/화학/소재,21,11,13,8,0.5238095238095238,0.38095238095238093,0.32206248911723656,True
2017-12-28,04,철강금속,4,3,3,3,0.75,0.75,2.184931766592068,True
2017-12-28,05,조선/기계/산업재,8,0,3,0,0.0,0.0,-1.6008993456954923,True
2017-12-28,06,금융,13,6,6,4,0.46153846153846156,0.3076923076923077,-0.04773786373136495,True
2017-12-28,07,헬스케어,10,6,7,5,0.6,0.5,0.9229880624962145,True
2017-12-28,08,인터넷/게임/SW,12,5,8,3,0.4166666666666667,0.25,-0.33895564159963887,True
2017-12-28,09,소비재/유통,6,4,3,2,0.6666666666666666,0.3333333333333333,0.08169225976564547,True
2017-12-28,10,음식료,6,4,3,2,0.6666666666666666,0.3333333333333333,0.08169225976564547,True
2017-12-28,11,에너지/유틸리티,1,0,1,0,0.0,,,False
2017-12-28,12,건설/부동산,3,1,2,1,0.3333333333333333,0.3333333333333333,0.08169225976564547,True
2018-03-30,01,반도체/IT하드웨어,12,5,10,5,0.4166666666666667,0.4166666666666667,0.7530083653152152,True
2018-03-30,02,자동차/운송장비,9,2,3,0,0.2222222222222222,0.0,-1.291512108241834,True
2018-03-30,03,2차전지/화학/소재,19,11,8,7,0.5789473684210527,0.3684210526315789,0.5162744157454514,True
2018-03-30,04,철강금속,4,0,1,0,0.0,0.0,-1.291512108241834,True
2018-03-30,05,조선/기계/산업재,10,2,5,1,0.2,0.1,-0.8008271945881421,True
2018-03-30,06,금융,12,4,3,3,0.3333333333333333,0.25,-0.0647998241076045,True
2018-03-30,07,헬스케어,7,3,4,1,0.42857142857142855,0.14285714285714285,-0.5905336601651314,True
2018-03-30,08,인터넷/게임/SW,11,7,6,6,0.6363636363636364,0.5454545454545454,1.384951057141939,True
2018-03-30,09,소비재/유통,11,8,7,6,0.7272727272727273,0.5454545454545454,1.384951057141939,True
2018-03-30,10,음식료,2,1,0,0,0.5,,,False
2018-03-30,11,에너지/유틸리티,1,0,0,0,0.0,,,False
2018-03-30,12,건설/부동산,2,1,2,1,0.5,,,False
2018-06-29,01,반도체/IT하드웨어,11,7,6,4,0.6363636363636364,0.36363636363636365,0.6178407020606654,True
2018-06-29,02,자동차/운송장비,9,2,2,0,0.2222222222222222,0.0,-0.9753632572055173,True
2018-06-29,03,2차전지/화학/소재,18,4,12,4,0.2222222222222222,0.2222222222222222,-0.0017386154317390052,True
2018-06-29,04,철강금속,4,2,0,0,0.5,0.0,-0.9753632572055173,True
2018-06-29,05,조선/기계/산업재,9,2,3,1,0.2222222222222222,0.1111111111111111,-0.4885509363186281,True
2018-06-29,06,금융,14,7,7,2,0.5,0.14285714285714285,-0.34946170177951696,True
2018-06-29,07,헬스케어,2,1,1,0,0.5,,,False
2018-06-29,08,인터넷/게임/SW,11,7,9,5,0.6363636363636364,0.45454545454545453,1.016141691877211,True
2018-06-29,09,소비재/유통,11,6,4,2,0.5454545454545454,0.18181818181818182,-0.1787612775724259,True
2018-06-29,10,음식료,4,3,4,3,0.75,0.75,2.3106199087809847,True
2018-06-29,11,에너지/유틸리티,1,0,0,0,0.0,,,False
2018-06-29,12,건설/부동산,6,3,1,0,0.5,0.0,-0.9753632572055173,True
2018-09-28,01,반도체/IT하드웨어,11,5,3,3,0.45454545454545453,0.2727272727272727,-0.4152396301213555,True
2018-09-28,02,자동차/운송장비,9,7,8,7,0.7777777777777778,0.7777777777777778,2.1203235355681267,True
2018-09-28,03,2차전지/화학/소재,12,5,7,3,0.4166666666666667,0.25,-0.5293399725773821,True
2018-09-28,04,철강금속,3,1,2,1,0.3333333333333333,0.3333333333333333,-0.11097205023861764,True
2018-09-28,05,조선/기계/산업재,7,3,3,1,0.42857142857142855,0.14285714285714285,-1.0672415870129366,True
2018-09-28,06,금융,14,7,11,6,0.5,0.42857142857142855,0.3671627181485418,True
2018-09-28,07,헬스케어,12,4,10,3,0.3333333333333333,0.25,-0.5293399725773821,True
2018-09-28,08,인터넷/게임/SW,11,9,6,5,0.8181818181818182,0.45454545454545453,0.49756310952685806,True
2018-09-28,09,소비재/유통,10,7,7,5,0.7,0.5,0.7257637944389115,True
2018-09-28,10,음식료,5,1,1,0,0.2,0.0,-1.7844437395936756,True
2018-09-28,11,에너지/유틸리티,2,1,0,0,0.5,,,False
2018-09-28,12,건설/부동산,4,2,2,2,0.5,0.5,0.7257637944389115,True
2018-12-28,01,반도체/IT하드웨어,12,4,5,3,0.3333333333333333,0.25,-0.4015115376006567,True
2018-12-28,02,자동차/운송장비,11,4,9,3,0.36363636363636365,0.2727272727272727,-0.30989419892196646,True
2018-12-28,03,2차전지/화학/소재,15,8,11,7,0.5333333333333333,0.4666666666666667,0.47190709113619117,True
2018-12-28,04,철강금속,3,1,3,1,0.3333333333333333,0.3333333333333333,-0.06558129577879224,True
2018-12-28,05,조선/기계/산업재,7,2,5,2,0.2857142857142857,0.2857142857142857,-0.25754143396271484,True
2018-12-28,06,금융,15,6,3,2,0.4,0.13333333333333333,-0.8718138761512672,True
2018-12-28,07,헬스케어,5,3,3,3,0.6,0.6,1.0093954780511745,True
2018-12-28,08,인터넷/게임/SW,13,4,6,2,0.3076923076923077,0.15384615384615385,-0.7891233550874235,True
2018-12-28,09,소비재/유통,10,2,4,1,0.2,0.1,-1.0061859728800129,True
2018-12-28,10,음식료,4,2,2,1,0.5,0.25,-0.4015115376006567,True
2018-12-28,11,에너지/유틸리티,2,2,2,2,1.0,,,False
2018-12-28,12,건설/부동산,3,3,3,3,1.0,1.0,2.6218606387961247,True
2019-03-29,01,반도체/IT하드웨어,14,7,9,5,0.5,0.35714285714285715,0.4761068359148425,True
2019-03-29,02,자동차/운송장비,9,6,2,1,0.6666666666666666,0.1111111111111111,-1.214793343231525,True
2019-03-29,03,2차전지/화학/소재,13,6,4,2,0.46153846153846156,0.15384615384615385,-0.9210885974740914,True
2019-03-29,04,철강금속,3,3,1,1,1.0,0.3333333333333333,0.3124713347071293,True
2019-03-29,05,조선/기계/산업재,8,5,2,0,0.625,0.0,-1.9784256822008524,True
2019-03-29,06,금융,15,9,5,5,0.6,0.3333333333333333,0.3124713347071293,True
2019-03-29,07,헬스케어,5,3,2,1,0.6,0.2,-0.6038874720560632,True
2019-03-29,08,인터넷/게임/SW,15,6,11,6,0.4,0.4,0.770650738088726,True
2019-03-29,09,소비재/유통,9,6,5,4,0.6666666666666666,0.4444444444444444,1.0761036736764564,True
2019-03-29,10,음식료,4,2,3,2,0.5,0.5,1.4579198431611202,True
2019-03-29,11,에너지/유틸리티,2,0,0,0,0.0,,,False
2019-03-29,12,건설/부동산,3,2,1,1,0.6666666666666666,0.3333333333333333,0.3124713347071293,True
2019-06-28,01,반도체/IT하드웨어,15,5,10,3,0.3333333333333333,0.2,0.024342447030697174,True
2019-06-28,02,자동차/운송장비,6,3,4,1,0.5,0.16666666666666666,-0.16572175316723065,True
2019-06-28,03,2차전지/화학/소재,17,6,8,1,0.35294117647058826,0.058823529411764705,-0.780635342042879,True
2019-06-28,04,철강금속,4,2,2,1,0.5,0.25,0.30943874732758864,True
2019-06-28,05,조선/기계/산업재,10,3,3,1,0.3,0.1,-0.545850153563086,True
2019-06-28,06,금융,11,8,2,2,0.7272727272727273,0.18181818181818182,-0.07932893489544524,True
2019-06-28,07,헬스케어,8,3,5,2,0.375,0.25,0.30943874732758864,True
2019-06-28,08,인터넷/게임/SW,11,2,3,0,0.18181818181818182,0.0,-1.1160427541568692,True
2019-06-28,09,소비재/유통,12,2,6,1,0.16666666666666666,0.08333333333333333,-0.6408822536620499,True
2019-06-28,10,음식료,2,0,0,0,0.0,,,False
2019-06-28,11,에너지/유틸리티,1,0,0,0,0.0,,,False
2019-06-28,12,건설/부동산,3,2,2,2,0.6666666666666666,0.6666666666666666,2.6852412498016847,True
2019-09-30,01,반도체/IT하드웨어,14,6,10,4,0.42857142857142855,0.2857142857142857,0.42221210296672634,True
2019-09-30,02,자동차/운송장비,8,3,5,3,0.375,0.375,0.9496698553625496,True
2019-09-30,03,2차전지/화학/소재,15,4,9,3,0.26666666666666666,0.2,-0.08414733933326367,True
2019-09-30,04,철강금속,4,2,1,0,0.5,0.0,-1.2656527046999075,True
2019-09-30,05,조선/기계/산업재,7,3,3,1,0.42857142857142855,0.14285714285714285,-0.42172030086659057,True
2019-09-30,06,금융,15,5,5,3,0.3333333333333333,0.2,-0.08414733933326367,True
2019-09-30,07,헬스케어,5,3,4,3,0.6,0.6,2.278863391400024,True
2019-09-30,08,인터넷/게임/SW,13,6,1,1,0.46153846153846156,0.07692307692307693,-0.8112275641742752,True
2019-09-30,09,소비재/유통,8,0,4,0,0.0,0.0,-1.2656527046999075,True
2019-09-30,10,음식료,7,2,6,1,0.2857142857142857,0.14285714285714285,-0.42172030086659057,True
2019-09-30,11,에너지/유틸리티,1,0,0,0,0.0,,,False
2019-09-30,12,건설/부동산,3,1,2,1,0.3333333333333333,0.3333333333333333,0.7035229042444986,True
2019-12-30,01,반도체/IT하드웨어,14,9,9,5,0.6428571428571429,0.35714285714285715,1.340024614843022,True
2019-12-30,02,자동차/운송장비,8,4,2,1,0.5,0.125,-0.5173923795597452,True
2019-12-30,03,2차전지/화학/소재,11,4,6,3,0.36363636363636365,0.2727272727272727,0.6646002532420154,True
2019-12-30,04,철강금속,5,1,1,0,0.2,0.0,-1.517539991930466,True
2019-12-30,05,조선/기계/산업재,8,2,4,1,0.25,0.125,-0.5173923795597452,True
2019-12-30,06,금융,16,6,5,2,0.375,0.125,-0.5173923795597452,True
2019-12-30,07,헬스케어,6,3,4,2,0.5,0.3333333333333333,1.149520307724789,True
2019-12-30,08,인터넷/게임/SW,14,7,6,4,0.5,0.2857142857142857,0.7685116934883242,True
2019-12-30,09,소비재/유통,11,5,7,3,0.45454545454545453,0.2727272727272727,0.6646002532420154,True
2019-12-30,10,음식료,2,0,1,0,0.0,,,False
2019-12-30,11,에너지/유틸리티,2,0,0,0,0.0,,,False
2019-12-30,12,건설/부동산,3,1,1,0,0.3333333333333333,0.0,-1.517539991930466,True
2020-03-31,01,반도체/IT하드웨어,12,3,4,1,0.25,0.08333333333333333,-0.6344724461672596,True
2020-03-31,02,자동차/운송장비,6,0,1,0,0.0,0.0,-1.1392466622008213,True
2020-03-31,03,2차전지/화학/소재,13,4,8,3,0.3076923076923077,0.23076923076923078,0.258589628353657,True
2020-03-31,04,철강금속,4,0,2,0,0.0,0.0,-1.1392466622008213,True
2020-03-31,05,조선/기계/산업재,6,3,4,3,0.5,0.5,1.8893986340005482,True
2020-03-31,06,금융,15,3,7,3,0.2,0.2,0.07221145627972657,True
2020-03-31,07,헬스케어,15,6,14,6,0.4,0.4,1.2836695747602742,True
2020-03-31,08,인터넷/게임/SW,14,1,6,1,0.07142857142857142,0.07142857142857142,-0.7065830484577684,True
2020-03-31,09,소비재/유통,8,4,5,2,0.5,0.25,0.3750759858998634,True
2020-03-31,10,음식료,3,2,2,1,0.6666666666666666,0.3333333333333333,0.8798502019334248,True
2020-03-31,11,에너지/유틸리티,1,0,1,0,0.0,,,False
2020-03-31,12,건설/부동산,3,0,1,0,0.0,0.0,-1.1392466622008213,True
2020-06-30,01,반도체/IT하드웨어,11,6,5,2,0.5454545454545454,0.18181818181818182,-0.30290492957265197,True
2020-06-30,02,자동차/운송장비,10,1,5,1,0.1,0.1,-0.9749019332101065,True
2020-06-30,03,2차전지/화학/소재,23,8,17,5,0.34782608695652173,0.21739130434782608,-0.010732319295497922,True
2020-06-30,04,철강금속,4,2,2,0,0.5,0.0,-1.796231604322551,True
2020-06-30,05,조선/기계/산업재,7,2,6,2,0.2857142857142857,0.2857142857142857,0.5504245988558616,True
2020-06-30,06,금융,8,2,4,1,0.25,0.125,-0.7695695154319955,True
2020-06-30,07,헬스케어,7,3,7,3,0.42857142857142855,0.42857142857142855,1.723752700445068,True
2020-06-30,08,인터넷/게임/SW,12,4,8,4,0.3333333333333333,0.3333333333333333,0.9415339660522637,True
2020-06-30,09,소비재/유통,11,4,5,2,0.36363636363636365,0.18181818181818182,-0.30290492957265197,True
2020-06-30,10,음식료,3,1,2,1,0.3333333333333333,0.3333333333333333,0.9415339660522637,True
2020-06-30,11,에너지/유틸리티,1,0,0,0,0.0,,,False
2020-06-30,12,건설/부동산,2,1,1,0,0.5,,,False
2020-09-29,01,반도체/IT하드웨어,11,8,9,8,0.7272727272727273,0.7272727272727273,2.4455212326721547,True
2020-09-29,02,자동차/운송장비,8,1,5,1,0.125,0.125,-0.7326837738250028,True
2020-09-29,03,2차전지/화학/소재,19,12,9,6,0.631578947368421,0.3157894736842105,0.2741160246582078,True
2020-09-29,04,철강금속,3,1,3,1,0.3333333333333333,0.3333333333333333,0.3666953164727559,True
2020-09-29,05,조선/기계/산업재,9,2,6,2,0.2222222222222222,0.2222222222222222,-0.21964019835271548,True
2020-09-29,06,금융,10,2,3,1,0.2,0.1,-0.8646092646607338,True
2020-09-29,07,헬스케어,17,7,8,2,0.4117647058823529,0.11764705882352941,-0.7714853887766885,True
2020-09-29,08,인터넷/게임/SW,10,4,5,1,0.4,0.1,-0.8646092646607338,True
2020-09-29,09,소비재/유통,9,3,7,3,0.3333333333333333,0.3333333333333333,0.3666953164727559,True
2020-09-29,10,음식료,2,1,1,1,0.5,,,False
2020-09-29,11,에너지/유틸리티,1,0,0,0,0.0,,,False
2020-09-29,12,건설/부동산,1,0,0,0,0.0,,,False
2020-12-30,01,반도체/IT하드웨어,15,7,14,6,0.4666666666666667,0.4,0.9920554181351133,True
2020-12-30,02,자동차/운송장비,11,5,5,2,0.45454545454545453,0.18181818181818182,-0.5464527729186877,True
2020-12-30,03,2차전지/화학/소재,14,10,6,5,0.7142857142857143,0.35714285714285715,0.6898484520352595,True
2020-12-30,04,철강금속,5,1,4,1,0.2,0.2,-0.4182437569975375,True
2020-12-30,05,조선/기계/산업재,5,4,1,1,0.8,0.2,-0.4182437569975375,True
2020-12-30,06,금융,12,5,3,2,0.4166666666666667,0.16666666666666666,-0.6532936195196462,True
2020-12-30,07,헬스케어,16,6,13,3,0.375,0.1875,-0.5063874554433282,True
2020-12-30,08,인터넷/게임/SW,11,5,5,0,0.45454545454545453,0.0,-1.8285429321301883,True
2020-12-30,09,소비재/유통,4,3,2,2,0.75,0.5,1.6972050057014385,True
2020-12-30,10,음식료,1,0,0,0,0.0,,,False
2020-12-30,11,에너지/유틸리티,1,1,1,1,1.0,,,False
2020-12-30,12,건설/부동산,5,2,4,2,0.4,0.4,0.9920554181351133,True
2021-03-31,01,반도체/IT하드웨어,11,1,3,1,0.09090909090909091,0.09090909090909091,-1.0544725240249704,True
2021-03-31,02,자동차/운송장비,9,5,7,5,0.5555555555555556,0.5555555555555556,0.515476955362945,True
2021-03-31,03,2차전지/화학/소재,22,6,16,5,0.2727272727272727,0.22727272727272727,-0.5937264811611257,True
2021-03-31,04,철강금속,3,3,3,3,1.0,1.0,2.0171677617339947,True
2021-03-31,05,조선/기계/산업재,13,7,9,6,0.5384615384615384,0.46153846153846156,0.19781159247676153,True
2021-03-31,06,금융,12,10,11,9,0.8333333333333334,0.75,1.1724666831502792,True
2021-03-31,07,헬스케어,6,2,2,1,0.3333333333333333,0.16666666666666666,-0.7985025002117234,True
2021-03-31,08,인터넷/게임/SW,12,5,7,3,0.4166666666666667,0.25,-0.5169354740171516,True
2021-03-31,09,소비재/유통,8,1,8,1,0.125,0.125,-0.9392860133090093,True
2021-03-31,10,음식료,1,0,1,0,0.0,,,False
2021-03-31,11,에너지/유틸리티,1,0,0,0,0.0,,,False
2021-03-31,12,건설/부동산,2,1,2,1,0.5,,,False
2021-06-30,01,반도체/IT하드웨어,11,6,7,4,0.5454545454545454,0.36363636363636365,0.34315823501786974,True
2021-06-30,02,자동차/운송장비,9,5,7,4,0.5555555555555556,0.4444444444444444,0.7554351474578549,True
2021-06-30,03,2차전지/화학/소재,20,14,12,10,0.7,0.5,1.0388755247603447,True
2021-06-30,04,철강금속,4,0,2,0,0.0,0.0,-1.512087870962064,True
2021-06-30,05,조선/기계/산업재,8,4,6,4,0.5,0.5,1.0388755247603447,True
2021-06-30,06,금융,6,2,1,0,0.3333333333333333,0.0,-1.512087870962064,True
2021-06-30,07,헬스케어,7,2,6,1,0.2857142857142857,0.14285714285714285,-0.7832411864699472,True
2021-06-30,08,인터넷/게임/SW,13,5,9,4,0.38461538461538464,0.3076923076923077,0.05773575717480309,True
2021-06-30,09,소비재/유통,13,8,10,7,0.6153846153846154,0.5384615384615384,1.235103478277453,True
2021-06-30,10,음식료,2,0,0,0,0.0,,,False
2021-06-30,11,에너지/유틸리티,1,0,0,0,0.0,,,False
2021-06-30,12,건설/부동산,6,3,2,1,0.5,0.16666666666666666,-0.6617667390545944,True
2021-09-30,01,반도체/IT하드웨어,13,8,9,6,0.6153846153846154,0.46153846153846156,0.7604010187436079,True
2021-09-30,02,자동차/운송장비,9,3,4,0,0.3333333333333333,0.0,-1.5488380578859502,True
2021-09-30,03,2차전지/화학/소재,29,15,24,13,0.5172413793103449,0.4482758620689655,0.6940435740128734,True
2021-09-30,04,철강금속,1,1,1,1,1.0,,,False
2021-09-30,05,조선/기계/산업재,9,5,5,3,0.5555555555555556,0.3333333333333333,0.11894571967984156,True
2021-09-30,06,금융,10,8,6,6,0.8,0.6,1.4531727417324751,True
2021-09-30,07,헬스케어,5,3,1,0,0.6,0.0,-1.5488380578859502,True
2021-09-30,08,인터넷/게임/SW,9,3,6,3,0.3333333333333333,0.3333333333333333,0.11894571967984156,True
2021-09-30,09,소비재/유통,10,4,8,3,0.4,0.3,-0.04783265807673759,True
2021-09-30,10,음식료,1,0,1,0,0.0,,,False
2021-09-30,11,에너지/유틸리티,2,1,2,1,0.5,,,False
2021-09-30,12,건설/부동산,2,1,2,1,0.5,,,False
2021-12-30,01,반도체/IT하드웨어,16,10,12,8,0.625,0.5,1.0269576516773835,True
2021-12-30,02,자동차/운송장비,5,0,1,0,0.0,0.0,-1.8641968738683001,True
2021-12-30,03,2차전지/화학/소재,19,4,10,3,0.21052631578947367,0.15789473684210525,-0.9512007079065053,True
2021-12-30,04,철강금속,3,1,2,1,0.3333333333333333,0.3333333333333333,0.06323947649548886,True
2021-12-30,05,조선/기계/산업재,10,6,8,6,0.6,0.6,1.6051885567865203,True
2021-12-30,06,금융,16,10,3,3,0.625,0.1875,-0.7800139267886688,True
2021-12-30,07,헬스케어,5,2,2,1,0.4,0.2,-0.7077350636500266,True
2021-12-30,08,인터넷/게임/SW,12,7,6,5,0.5833333333333334,0.4166666666666667,0.5450985640864364,True
2021-12-30,09,소비재/유통,7,3,5,3,0.42857142857142855,0.42857142857142855,0.6139355765994287,True
2021-12-30,10,음식료,1,0,0,0,0.0,,,False
2021-12-30,11,에너지/유틸리티,1,1,1,1,1.0,,,False
2021-12-30,12,건설/부동산,5,3,3,2,0.6,0.4,0.44872674656824696,True
2022-03-31,01,반도체/IT하드웨어,13,5,7,5,0.38461538461538464,0.38461538461538464,0.48069127896695407,True
2022-03-31,02,자동차/운송장비,6,1,3,1,0.16666666666666666,0.16666666666666666,-1.0359340845903324,True
2022-03-31,03,2차전지/화학/소재,20,5,11,4,0.25,0.2,-0.8039796172227472,True
2022-03-31,04,철강금속,6,2,6,2,0.3333333333333333,0.3333333333333333,0.12383825224759233,True
2022-03-31,05,조선/기계/산업재,11,6,7,5,0.5454545454545454,0.45454545454545453,0.967309042675174,True
2022-03-31,06,금융,14,7,11,5,0.5,0.35714285714285715,0.28952001465301036,True
2022-03-31,07,헬스케어,7,4,5,2,0.5714285714285714,0.2857142857142857,-0.2075252725632433,True
2022-03-31,08,인터넷/게임/SW,9,6,7,5,0.6666666666666666,0.5555555555555556,1.6702013680314922,True
2022-03-31,09,소비재/유통,3,1,3,1,0.3333333333333333,0.3333333333333333,0.12383825224759233,True
2022-03-31,10,음식료,4,0,3,0,0.0,0.0,-2.195706421428257,True
2022-03-31,11,에너지/유틸리티,2,1,1,0,0.5,,,False
2022-03-31,12,건설/부동산,5,2,5,2,0.4,0.4,0.5877471869827625,True
2022-06-30,01,반도체/IT하드웨어,11,5,3,1,0.45454545454545453,0.09090909090909091,-1.1514761563653746,True
2022-06-30,02,자동차/운송장비,9,4,9,4,0.4444444444444444,0.4444444444444444,1.1761275818440766,True
2022-06-30,03,2차전지/화학/소재,14,4,8,3,0.2857142857142857,0.21428571428571427,-0.33918995384738254,True
2022-06-30,04,철강금속,6,1,3,0,0.16666666666666666,0.0,-1.7500028319049479,True
2022-06-30,05,조선/기계/산업재,17,6,14,5,0.35294117647058826,0.29411764705882354,0.18640700072308317,True
2022-06-30,06,금융,12,7,4,4,0.5833333333333334,0.3333333333333333,0.44459497840682044,True
2022-06-30,07,헬스케어,2,1,1,1,0.5,,,False
2022-06-30,08,인터넷/게임/SW,11,2,5,2,0.18181818181818182,0.18181818181818182,-0.5529494808258014,True
2022-06-30,09,소비재/유통,9,3,9,3,0.3333333333333333,0.3333333333333333,0.44459497840682044,True
2022-06-30,10,음식료,2,2,2,2,1.0,,,False
2022-06-30,11,에너지/유틸리티,1,0,1,0,0.0,,,False
2022-06-30,12,건설/부동산,6,4,5,3,0.6666666666666666,0.5,1.5418938835627047,True
2022-09-30,01,반도체/IT하드웨어,11,5,3,2,0.45454545454545453,0.18181818181818182,-0.615651919319493,True
2022-09-30,02,자동차/운송장비,10,5,6,4,0.5,0.4,0.7662588924227101,True
2022-09-30,03,2차전지/화학/소재,19,10,8,5,0.5263157894736842,0.2631578947368421,-0.10046587108226834,True
2022-09-30,04,철강금속,6,1,4,1,0.16666666666666666,0.16666666666666666,-0.7116179479127016,True
2022-09-30,05,조선/기계/산업재,11,4,5,1,0.36363636363636365,0.09090909090909091,-1.1914480908787444,True
2022-09-30,06,금융,15,7,10,6,0.4666666666666667,0.4,0.7662588924227101,True
2022-09-30,07,헬스케어,5,2,3,0,0.4,0.0,-1.7672442624379956,True
2022-09-30,08,인터넷/게임/SW,10,4,6,3,0.4,0.3,0.1328831037075335,True
2022-09-30,09,소비재/유통,3,1,2,1,0.3333333333333333,0.3333333333333333,0.34400836661259226,True
2022-09-30,10,음식료,5,3,5,3,0.6,0.6,2.0330104698530627,True
2022-09-30,11,에너지/유틸리티,3,1,3,1,0.3333333333333333,0.3333333333333333,0.34400836661259226,True
2022-09-30,12,건설/부동산,2,2,0,0,1.0,,,False
2022-12-29,01,반도체/IT하드웨어,6,3,1,1,0.5,0.16666666666666666,-1.1177899898117178,True
2022-12-29,02,자동차/운송장비,6,2,3,2,0.3333333333333333,0.3333333333333333,-0.18458917262945823,True
2022-12-29,03,2차전지/화학/소재,14,9,6,3,0.6428571428571429,0.21428571428571427,-0.8511611849025008,True
2022-12-29,04,철강금속,4,3,3,3,0.75,0.75,2.148412870326191,True
2022-12-29,05,조선/기계/산업재,15,6,11,5,0.4,0.3333333333333333,-0.18458917262945823,True
2022-12-29,06,금융,13,10,9,8,0.7692307692307693,0.6153846153846154,1.3946737487559047,True
2022-12-29,07,헬스케어,12,5,10,4,0.4166666666666667,0.3333333333333333,-0.18458917262945823,True
2022-12-29,08,인터넷/게임/SW,12,2,10,2,0.16666666666666666,0.16666666666666666,-1.1177899898117178,True
2022-12-29,09,소비재/유통,12,5,11,5,0.4166666666666667,0.4166666666666667,0.2820112359616718,True
2022-12-29,10,음식료,1,1,1,1,1.0,,,False
2022-12-29,11,에너지/유틸리티,3,1,3,1,0.3333333333333333,0.3333333333333333,-0.18458917262945823,True
2022-12-29,12,건설/부동산,2,1,0,0,0.5,,,False
2023-03-31,01,반도체/IT하드웨어,19,8,14,7,0.42105263157894735,0.3684210526315789,0.03431911797201336,True
2023-03-31,02,자동차/운송장비,6,4,4,3,0.6666666666666666,0.5,0.7288571069628251,True
2023-03-31,03,2차전지/화학/소재,23,6,15,5,0.2608695652173913,0.21739130434782608,-0.7628897041739616,True
2023-03-31,04,철강금속,7,4,5,3,0.5714285714285714,0.42857142857142855,0.3518221986535272,True
2023-03-31,05,조선/기계/산업재,11,6,8,6,0.5454545454545454,0.5454545454545454,0.9687884122505598,True
2023-03-31,06,금융,13,5,4,3,0.38461538461538464,0.23076923076923078,-0.6922744705106817,True
2023-03-31,07,헬스케어,3,3,2,2,1.0,0.6666666666666666,1.6086052263511863,True
2023-03-31,08,인터넷/게임/SW,10,6,3,3,0.6,0.3,-0.32684063630320864,True
2023-03-31,09,소비재/유통,4,2,1,0,0.5,0.0,-1.910387251202259,True
2023-03-31,10,음식료,2,0,0,0,0.0,,,False
2023-03-31,11,에너지/유틸리티,1,0,0,0,0.0,,,False
2023-03-31,12,건설/부동산,1,0,0,0,0.0,,,False
