date,nav,n_positions
2012-05-07,1.0,30
2012-05-08,0.9943807133980251,30
2012-05-09,0.9878711956578675,30
2012-05-10,0.9873155269200468,30
2012-05-11,0.9916712119947406,30
2012-05-14,0.9845461265510483,30
2012-05-15,0.9819874852384484,30
2012-05-16,0.977186381474941,30
2012-05-17,0.9621999209684752,30
2012-05-18,0.9518623899420801,30
2012-05-21,0.9692266899579849,30
2012-05-22,0.9678607392371432,30
2012-05-23,0.9699674795631932,30
2012-05-24,0.971193373152641,30
2012-05-25,0.9693196304667279,30
2012-05-29,0.9798496805592882,30
2012-05-30,0.9654273569097439,30
2012-05-31,0.9609204904195673,30
2012-06-01,0.9360224521093453,30
2012-06-04,0.9429068065593629,30
2012-06-05,0.9460895195043646,30
2012-06-06,0.9670693703434087,30
2012-06-07,0.9663026135920685,30
2012-06-08,0.97326780212581,30
2012-06-11,0.9622865145372902,30
2012-06-12,0.9714225134708956,30
2012-06-13,0.9628001665900395,30
2012-06-14,0.9732873319934483,30
2012-06-15,0.984770727744756,30
2012-06-18,0.9909562521474108,30
2012-06-19,1.0011699397508267,30
2012-06-20,0.9979859772806261,30
2012-06-21,0.9775508988172635,30
2012-06-22,0.9890458523694872,30
2012-06-25,0.9724757298280623,30
2012-06-26,0.9779092261779755,30
2012-06-27,0.9825686504106627,30
2012-06-28,0.9760050371231134,30
2012-06-29,0.9960369842506256,30
2012-07-02,0.9942086651922154,30
2012-07-03,0.9991269690440758,30
2012-07-05,1.0012549542831328,30
2012-07-06,0.9906090637437504,30
2012-07-09,0.9901841021768933,30
2012-07-10,0.9825076419565797,30
2012-07-11,0.9795487741742569,30
2012-07-12,0.9764726105180754,30
2012-07-13,0.9922559944473488,30
2012-07-16,0.9895577828756517,30
2012-07-17,0.9966401276246171,30
2012-07-18,1.0064767311922165,30
2012-07-19,1.0077337716206443,30
2012-07-20,0.9948357843753557,30
2012-07-23,0.9811071037918949,30
2012-07-24,0.9714420842033945,30
2012-07-25,0.9605003426619179,30
2012-07-26,0.9741428150864643,30
2012-07-27,0.9918304098936135,30
2012-07-30,0.9896862615382933,30
2012-07-31,0.9808028040862716,30
2012-08-01,0.977656713178796,30
2012-08-02,0.9706069565148289,30
2012-08-03,0.9887636091166725,30
2012-08-06,0.9912548710134328,30
2012-08-07,0.9990548550627614,30
2012-08-08,0.9992391495747435,30
2012-08-09,0.9966308191548071,30
2012-08-10,1.0004834435144438,30
2012-08-13,0.9980908731205088,30
2012-08-14,1.0020582164597782,30
2012-08-15,1.0086222440066437,30
2012-08-16,1.0137152279966117,30
2012-08-17,1.0109148091562388,30
2012-08-20,1.0098313326022157,30
2012-08-21,1.007465151847627,30
2012-08-22,1.0083881112334627,30
2012-08-23,1.0015710081424047,30
2012-08-24,1.007406839692448,30
2012-08-27,1.0063378345495382,30
2012-08-28,1.006667178068396,30
2012-08-29,1.0102696647514242,30
2012-08-30,1.0030479648491355,30
2012-08-31,1.0067984194446902,30
2012-09-04,1.0045001225109589,30
2012-09-05,1.0025110905008245,30
2012-09-06,1.021969054431781,30
2012-09-07,1.0202840722238293,30
2012-09-10,1.0156087752340905,30
2012-09-11,1.0178586788145145,30
2012-09-12,1.021084045429678,30
2012-09-13,1.0334189732247665,30
2012-09-14,1.0354689946376574,30
2012-09-17,1.0348724104299867,30
2012-09-18,1.031862280547362,30
2012-09-19,1.0343686639340846,30
2012-09-20,1.038619605180136,30
2012-09-21,1.0375803560383434,30
2012-09-24,1.0333672724221536,30
2012-09-25,1.025359437990597,30
2012-09-26,1.0208172526345307,30
2012-09-27,1.0285761081530536,30
2012-09-28,1.0212605298590485,30
2012-10-01,1.0259780877195857,30
2012-10-02,1.026563989235166,30
2012-10-03,1.0353187899300043,30
2012-10-04,1.0452017655309365,30
2012-10-05,1.046407321956439,30
2012-10-08,1.047290853954498,30
2012-10-09,1.0307239289266081,30
2012-10-10,1.0259158624516398,30
2012-10-11,1.0269646866503124,30
2012-10-12,1.0247387137300372,30
2012-10-15,1.0342275829742726,30
2012-10-16,1.044729406644535,30
2012-10-17,1.046297540270909,30
2012-10-18,1.0439626882159743,30
2012-10-19,1.0241742279742132,30
2012-10-22,1.0225865823657576,30
2012-10-23,1.0136180540751651,30
