rebalance_period_end,available_date,ticker,sector,trailing_4q_net_income,trailing_4q_op_income,trailing_4q_cfo,trailing_4q_capex,trailing_4q_revenue,latest_equity,latest_ltd,latest_assets,roic,fcf_margin,leverage,z_roic,z_fcf_margin,z_leverage,quality_score,rank
2010-03-31,2010-05-05,MCD,Retail-Eating  Places,4314000000.0,6480600000.0,5635200000.0,209800000.0,10754900000.0,14033900000.0,18100000.0,3416300000.0,0.4611870196413322,0.5044584329003524,0.001289734143751915,0.49727355367548265,1.5164409015252491,-0.6176267023883274,2.631341157589059,1
2010-03-31,2010-05-05,MSFT,Services-Prepackaged Software,17219000000.0,23039000000.0,24513000000.0,1851000000.0,60093000000.0,45710000000.0,3746000000.0,54518000000.0,0.4658484309285021,0.3771154710199191,0.08195143294683876,0.5303327636889826,0.7509513814306777,-0.46314487186901354,1.7444290169886738,2
2010-03-31,2010-05-05,SYK,Surgical & Medical Instruments & Apparatus,1252200000.0,1830300000.0,1359700000.0,134000000.0,6816900000.0,6670800000.0,996200000.0,6875400000.0,0.23872440328681363,0.17980313632296205,0.14933741080530072,-1.0804542847710206,-0.4351410587446204,-0.33408846262672787,-1.181506880888913,3
2010-03-31,2010-05-05,NFLX,Services-Video Tape Rental,117991000.0,199716000.0,322164000.0,42331000.0,1740814000.0,146735000.0,200000000.0,379538000.0,0.5759903096024341,0.16074836254763575,1.3630013289262957,1.311470336420448,-0.5496839389901785,1.9902987804968817,-1.228512383066612,4
2010-03-31,2010-05-05,AMZN,Retail-Catalog & Mail-Order Houses,945000000.0,1228000000.0,1396000000.0,410000000.0,25393000000.0,5618000000.0,131000000.0,7964000000.0,0.213602365628805,0.03882959870830544,0.023317906728373087,-1.2586223690138927,-1.2825672852211292,-0.5754387436128123,-1.9657509106222095,5
2010-06-30,2010-08-04,MCD,Retail-Eating  Places,4212500000.0,6331000000.0,5351500000.0,76700000.0,12971500000.0,14116800000.0,18100000.0,3472300000.0,0.44789846408534906,0.4066453378560691,0.0012821602629491103,0.2542519148816672,1.4322893495455464,-0.6565015248975232,2.3430427893247368,1
2010-06-30,2010-08-04,MSFT,Services-Prepackaged Software,20984000000.0,28147000000.0,22787000000.0,2004000000.0,65420000000.0,46175000000.0,4939000000.0,55676000000.0,0.5506710490276636,0.31768572302048304,0.10696264212236059,0.9310455797187811,0.7698012350310934,-0.40976744999534,2.1106142647452146,2
2010-06-30,2010-08-04,SYK,Surgical & Medical Instruments & Apparatus,1252200000.0,1830300000.0,1359700000.0,134000000.0,6816900000.0,6670800000.0,996200000.0,6875400000.0,0.23872440328681363,0.17980313632296205,0.14933741080530072,-1.1232329394319893,-0.25701947518038737,-0.3108343341898302,-1.0694180804225466,3
2010-06-30,2010-08-04,NFLX,Services-Video Tape Rental,129067000.0,220112000.0,307114000.0,41069000.0,1852124000.0,176640000.0,200000000.0,441218000.0,0.584409515717927,0.1436431901967687,1.1322463768115942,1.1532252644090588,-0.5263049770832489,1.9839804714736118,-1.3570601841478018,4
2010-06-30,2010-08-04,AMZN,Retail-Catalog & Mail-Order Houses,1010000000.0,1346000000.0,1178000000.0,528000000.0,27308000000.0,5857000000.0,132000000.0,8118000000.0,0.22474536650525964,0.02380254870367658,0.022537135052074442,-1.2152898195775172,-1.418766132313003,-0.6068771623909188,-2.0271787894996014,5
2010-09-30,2010-11-04,MCD,Retail-Eating  Places,4344600000.0,6494800000.0,5180100000.0,36800000.0,13134700000.0,13131800000.0,334900000.0,3166500000.0,0.4822859349358046,0.3915810791262838,0.02550297750498789,0.42165211726621976,1.350726102078214,-0.681833351197532,2.4542115705419656,1
2010-09-30,2010-11-04,MSFT,Services-Prepackaged Software,22820000000.0,30612000000.0,24874000000.0,2133000000.0,68695000000.0,46942000000.0,9665000000.0,59581000000.0,0.5407811754729981,0.3310430162311668,0.2058923778279579,0.7908905308360523,0.911584023820384,-0.21155947924272026,1.9140340338991566,2
2010-09-30,2010-11-04,SYK,Surgical & Medical Instruments & Apparatus,1398800000.0,2034000000.0,1376500000.0,170700000.0,7088100000.0,7306000000.0,996400000.0,7543700000.0,0.24498940065523223,0.1701161101000268,0.13638105666575417,-1.0762303610127866,-0.25577701527443825,-0.392774994617331,-0.9392323816698939,3
2010-09-30,2010-11-04,NFLX,Services-Video Tape Rental,136893000.0,235050000.0,271030000.0,38417000.0,1982223000.0,191975000.0,200000000.0,492247000.0,0.5996555902799924,0.11734956157808682,1.0418023180101577,1.1625223990624007,-0.6385446604923428,1.967651735336286,-1.443673996766228,4
2010-09-30,2010-11-04,AMZN,Retail-Catalog & Mail-Order Houses,1042000000.0,1376000000.0,1234000000.0,740000000.0,29419000000.0,6397000000.0,164000000.0,9559000000.0,0.20972412741960067,0.016791869200176758,0.025637017351883694,-1.2988346861518865,-1.3679884501318165,-0.6814839102787027,-1.9853392260050002,5
2010-12-31,2011-02-04,MCD,Retail-Eating  Places,4472000000.0,6658500000.0,5302300000.0,89100000.0,13287700000.0,13637800000.0,78900000.0,4176500000.0,0.48543016906398767,0.3923327588672231,0.005785390605522885,0.45858380071031946,1.416782294579944,-0.7148740905049414,2.5902401857952047,1
2010-12-31,2011-02-04,MSFT,Services-Prepackaged Software,22792000000.0,30226000000.0,24091000000.0,2248000000.0,69626000000.0,48481000000.0,9671000000.0,59684000000.0,0.5197757600770395,0.3137190130123804,0.19948020874156885,0.6889097256081529,0.8278723963311567,-0.2136631107895556,1.7304452327288653,2
2010-12-31,2011-02-04,SYK,Surgical & Medical Instruments & Apparatus,1398800000.0,2034000000.0,1376500000.0,170700000.0,7088100000.0,7306000000.0,996400000.0,7543700000.0,0.24498940065523223,0.1701161101000268,0.13638105666575417,-1.1538427359548156,-0.24788312228385054,-0.37694051870098444,-1.0247853395376816,3
2010-12-31,2011-02-04,NFLX,Services-Video Tape Rental,136893000.0,235050000.0,271030000.0,38417000.0,1982223000.0,191975000.0,200000000.0,492247000.0,0.5996555902799924,0.11734956157808682,1.0418023180101577,1.2245940807029696,-0.6431669544316497,1.9659568381855959,-1.384529711914276,4
2010-12-31,2011-02-04,AMZN,Retail-Catalog & Mail-Order Houses,1196000000.0,1659000000.0,1542000000.0,804000000.0,32781000000.0,6864000000.0,184000000.0,13747000000.0,0.23538592508513054,0.02251304109087581,0.026806526806526808,-1.2182448710666225,-1.3536046141956013,-0.6604791181901142,-1.9113703670721094,5
2011-03-31,2011-05-05,MCD,Retail-Eating  Places,4485100000.0,6799500000.0,5819900000.0,62100000.0,11440000000.0,14634200000.0,8300000.0,4368500000.0,0.46436742359569744,0.5033041958041958,0.0005671645870631807,0.5264327339297405,1.8307381118313761,-0.8046344335259807,3.1618052792870976,1
2011-03-31,2011-05-05,MSFT,Services-Prepackaged Software,24018000000.0,30910000000.0,25370000000.0,2498000000.0,71551000000.0,53452000000.0,11915000000.0,66263000000.0,0.4728685728272676,0.3196601025841707,0.22291027463892837,0.5795816582874018,0.7260890579482056,0.09757945881299555,1.208091257422612,2
2011-03-31,2011-05-05,CVX,Petroleum Refining,23259000000.0,36304000000.0,27842000000.0,10144000000.0,215551000000.0,110850000000.0,9484000000.0,50851000000.0,0.30169361942593115,0.08210585893825591,0.08555705908885881,-0.49059890229705283,-0.7028383085039898,-0.45976625429588297,-0.7336709565051598,3
2011-03-31,2011-05-05,NFLX,Services-Video Tape Rental,188671000.0,304396000.0,350497000.0,42815000.0,2294559000.0,275722000.0,200000000.0,721602000.0,0.639861095345601,0.13409199763440383,0.7253683057572482,1.6236137892211495,-0.39013323904697156,2.1364311052008347,-0.9029505550266568,4
2011-03-31,2011-05-05,SYK,Surgical & Medical Instruments & Apparatus,1225800000.0,1642400000.0,1323900000.0,178800000.0,7536100000.0,7452400000.0,996600000.0,6501200000.0,0.19438986862350574,0.15194862063932274,0.13372873168375288,-1.161458662470691,-0.2827227508463022,-0.26429740337362984,-1.1798840099433634,5
2011-03-31,2011-05-05,AMZN,Retail-Catalog & Mail-Order Houses,1098000000.0,1565000000.0,1054000000.0,962000000.0,35507000000.0,7347000000.0,184000000.0,11288000000.0,0.2078077280573629,0.00259103838679697,0.025044235742479923,-1.077570616670548,-1.1811328713823197,-0.7053124728183372,-1.553391015234531,6
