rebalance_period_end,available_date,ticker,sector,trailing_4q_net_income,trailing_4q_op_income,trailing_4q_cfo,trailing_4q_capex,trailing_4q_revenue,latest_equity,latest_ltd,latest_assets,roic,fcf_margin,leverage,z_roic,z_fcf_margin,z_leverage,quality_score,rank
2011-06-30,2011-08-04,MCD,Retail-Eating  Places,4604300000.0,6951300000.0,5950300000.0,169000000.0,11789600000.0,14453600000.0,919100000.0,3824200000.0,0.4521847170633656,0.4903728710049535,0.0635896939170864,0.6195873819200065,1.9083172712394294,-0.6643926087088289,3.192297261868265,1
2011-06-30,2011-08-04,MSFT,Services-Prepackaged Software,24730000000.0,32064000000.0,26516000000.0,2261000000.0,73235000000.0,57083000000.0,11921000000.0,74918000000.0,0.46466871485710975,0.33119410118112924,0.2088362559781371,0.6644452779293115,0.87944421095356,0.1430698131228054,1.4008196757600662,2
2011-06-30,2011-08-04,CVX,Petroleum Refining,25575000000.0,40745000000.0,27842000000.0,10144000000.0,231495000000.0,116430000000.0,9484000000.0,54006000000.0,0.32359388153819274,0.07645089526771637,0.08145666924332216,0.1575307216225813,-0.7671222384872257,-0.5650655681027704,-0.04452594876187399,3
2011-06-30,2011-08-04,SYK,Surgical & Medical Instruments & Apparatus,1215900000.0,1609800000.0,1153400000.0,192100000.0,7823400000.0,7778000000.0,996700000.0,6502700000.0,0.18345926356456632,0.12287496484904262,0.128143481614811,-0.34600542314625726,-0.4670541163756653,-0.305521754809371,-0.5075377847125515,4
2011-06-30,2011-08-04,AMZN,Retail-Catalog & Mail-Order Houses,1082000000.0,1493000000.0,1227000000.0,1199000000.0,38854000000.0,7765000000.0,184000000.0,11279000000.0,0.18782236759340798,0.0007206465228805271,0.02369607211848036,-0.3303277796511875,-1.2566147309128552,-0.8861713552487847,-0.700771155315258,5
2011-06-30,2011-08-04,NFLX,Services-Video Tape Rental,213366000.0,341850000.0,376637000.0,45770000.0,2563350000.0,334034000.0,200000000.0,969444000.0,0.6401277821262317,0.12907601381005326,0.5987414454815977,1.294910351977307,-0.42697281515340507,2.3106515041018607,-1.4427139672779588,6
2011-06-30,2011-08-04,INTU,Services-Prepackaged Software,-575000000.0,-975000000.0,-150000000.0,138000000.0,-1338000000.0,2821000000.0,500000000.0,2644000000.0,-0.2935862691960253,0.21524663677130046,0.1772421127259837,-2.060140530651762,0.1300024187361626,-0.03257003035491105,-1.8975680815606886,7
2011-09-30,2011-11-04,MCD,Retail-Eating  Places,4907600000.0,7593300000.0,6569600000.0,534100000.0,13082500000.0,13338200000.0,725400000.0,4421900000.0,0.5399257658067635,0.4613414867188993,0.054385149420461534,1.0523968001697075,1.0431440037972821,-0.7972908204860143,2.892831624453004,1
2011-09-30,2011-11-04,NKE,Rubber & Plastics Footwear,2255000000.0,2989000000.0,1365600000.0,389700000.0,21864000000.0,9899000000.0,116000000.0,11039000000.0,0.29845232151772344,0.04463501646542261,0.011718355389433275,0.15475028466198443,0.10389885885040488,-1.0805248201332447,1.3391739636456341,2
2011-09-30,2011-11-04,MSFT,Services-Prepackaged Software,25058000000.0,32140000000.0,26815000000.0,2133000000.0,74412000000.0,59391000000.0,11927000000.0,75271000000.0,0.45065761799265264,0.3316938128258883,0.20082167331750603,0.7205539258234538,0.7509216435742814,0.17479539549813014,1.296680173899605,3
2011-09-30,2011-11-04,CVX,Petroleum Refining,29640000000.0,47212000000.0,27842000000.0,10144000000.0,246209000000.0,121676000000.0,9384000000.0,53025000000.0,0.36023195482984893,0.07188201893513235,0.07712285084979782,0.38440813683389435,0.16531286753729527,-0.6463516588997915,1.1960726632709813,4
2011-09-30,2011-11-04,AMZN,Retail-Catalog & Mail-Order Houses,914000000.0,1331000000.0,1169000000.0,1413000000.0,42170000000.0,7766000000.0,184000000.0,11904000000.0,0.16742138364779874,-0.005786103865307091,0.02369302086015967,-0.3323403979136868,-0.009748986465299193,-1.0010336731479579,0.6589442887689718,5
2011-09-30,2011-11-04,FDX,Air Courier Services,1736000000.0,2672000000.0,3252000000.0,3638000000.0,40131000000.0,15714000000.0,1539000000.0,7963000000.0,0.15487161653045847,-0.009618499414417782,0.0979381443298969,-0.37899254534332116,-0.01838710266932328,-0.5081739738852584,0.11079432587261395,6
2011-09-30,2011-11-04,SYK,Surgical & Medical Instruments & Apparatus,1205200000.0,1578900000.0,1171100000.0,190600000.0,8086700000.0,7557000000.0,1755000000.0,6931000000.0,0.16955541237113403,0.12124846970952305,0.23223501389440254,-0.32440742021862246,0.2765835161185399,0.38332585333859265,-0.43114975743867523,7
2011-09-30,2011-11-04,NFLX,Services-Video Tape Rental,237859000.0,370064000.0,383941000.0,52508000.0,2831970000.0,388352000.0,200000000.0,1190113000.0,0.6289840095725008,0.11703266630649337,0.5149967040210943,1.383459383175154,0.2670812089526887,2.260376291751005,-0.6098356996231624,8
2011-09-30,2011-11-04,PG,"Soap, Detergents, Cleang Preparations, Perfumes, Cosmetics",12142000000.0,17002000000.0,12618000000.0,2603000000.0,86037000000.0,65634000000.0,22372000000.0,23125000000.0,0.19319137331545577,0.11640340783616351,0.34085992016333,-0.23654377109225755,0.26566287733231697,1.1044080757685204,-1.075288969528461,9
2011-09-30,2011-11-04,INTU,Services-Prepackaged Software,-831000000.0,-1231000000.0,-336000000.0,134000000.0,372000000.0,2616000000.0,500000000.0,2254000000.0,-0.39505776636713735,-1.2634408602150538,0.191131498470948,-2.423284396096305,-2.844468887028187,0.11046933019601984,-5.378222613320512,10
2011-12-31,2012-02-04,MCD,Retail-Eating  Places,4907600000.0,7593300000.0,6569600000.0,534100000.0,13082500000.0,13338200000.0,725400000.0,4421900000.0,0.5399257658067635,0.4613414867188993,0.054385149420461534,1.2878662001892403,0.48489873780761417,-0.7287022443815285,2.501467182378383,1
2011-12-31,2012-02-04,NKE,Rubber & Plastics Footwear,2267000000.0,2998000000.0,1365600000.0,389700000.0,22753000000.0,9843000000.0,114000000.0,10725000000.0,0.3010947072411369,0.04289104733441744,0.011581834806461445,0.2859130154892111,0.20510539952989873,-1.0363337347412134,1.5273521497603233,2
2011-12-31,2012-02-04,CVX,Petroleum Refining,29640000000.0,47212000000.0,27842000000.0,10144000000.0,246209000000.0,121676000000.0,9384000000.0,53025000000.0,0.36023195482984893,0.07188201893513235,0.07712285084979782,0.5340078567203507,0.2244899668779699,-0.5652842231105217,1.3237820467088424,3
2011-12-31,2012-02-04,SBUX,Retail-Eating & Drinking Places,1333700000.0,1958700000.0,2602100000.0,554700000.0,8793300000.0,4775300000.0,549500000.0,4237100000.0,0.3678448016826923,0.23283636404990163,0.11507130442066467,0.565945562790284,0.3321107250165139,-0.2925450804967228,1.1906013683035206,4
2011-12-31,2012-02-04,MSFT,Services-Prepackaged Software,25058000000.0,32140000000.0,26815000000.0,2133000000.0,74412000000.0,59391000000.0,11927000000.0,75271000000.0,0.45065761799265264,0.3316938128258883,0.20082167331750603,0.9133650547695623,0.39821091993407076,0.3237509708843046,0.9878250038193285,5
2011-12-31,2012-02-04,AMZN,Retail-Catalog & Mail-Order Houses,1234000000.0,1358000000.0,1520000000.0,1580000000.0,38582000000.0,7757000000.0,129000000.0,17490000000.0,0.17220390565559218,-0.001555129334923021,0.016630140518241587,-0.25481460135753153,0.17538684035646782,-1.0000510817758688,0.920623320774805,6
2011-12-31,2012-02-04,APD,Industrial Inorganic Chemicals,1167800000.0,1697500000.0,1160400000.0,1237100000.0,10062400000.0,6057100000.0,463900000.0,3176200000.0,0.26031283545468487,-0.007622435999363969,0.0765878060457975,0.11482334834177074,0.17132998719962653,-0.5691296409700534,0.8552829765114507,7
2011-12-31,2012-02-04,COST,Retail-Variety Stores,1574000000.0,2419000000.0,2120000000.0,1355000000.0,87867000000.0,12447000000.0,900000000.0,14993000000.0,0.1812392297894658,0.008706340264263033,0.07230657989877079,-0.21690926423302978,0.18224808499756506,-0.5998992201966561,0.5652380409611913,8
2011-12-31,2012-02-04,MU,Semiconductors & Related Devices,-72000000.0,141000000.0,1821000000.0,139000000.0,8857000000.0,9709000000.0,146000000.0,5491000000.0,0.014307458143074582,0.18990628881110985,0.015037593984962405,-0.9172278125543327,0.30340589420968433,-1.0114968650736786,0.39767494672903025,9
2011-12-31,2012-02-04,FDX,Air Courier Services,1948000000.0,2980000000.0,3252000000.0,3638000000.0,41086000000.0,15917000000.0,1539000000.0,8168000000.0,0.17071494042163152,-0.009394927712602833,0.09668907457435447,-0.26106116521331485,0.1701448256444226,-0.42465991353596294,0.33374357396707066,10
2011-12-31,2012-02-04,SYK,Surgical & Medical Instruments & Apparatus,1205200000.0,1578900000.0,1171100000.0,190600000.0,8086700000.0,7557000000.0,1755000000.0,6931000000.0,0.16955541237113403,0.12124846970952305,0.23223501389440254,-0.2659256616063823,0.25749842561302727,0.5495216352824825,-0.5579488712758376,11
2011-12-31,2012-02-04,NFLX,Services-Video Tape Rental,237859000.0,370064000.0,383941000.0,52508000.0,2831970000.0,388352000.0,200000000.0,1190113000.0,0.6289840095725008,0.11703266630649337,0.5149967040210943,1.6614867481229274,0.2546795644131411,2.5817567772274503,-0.6655904646913817,12
2011-12-31,2012-02-04,PG,"Soap, Detergents, Cleang Preparations, Perfumes, Cosmetics",10522000000.0,15481000000.0,12618000000.0,2603000000.0,86825000000.0,64900000000.0,19270000000.0,23651000000.0,0.18392538909350126,0.11534696228044918,0.2969183359013868,-0.20564018605930312,0.25355243270911215,1.0144068183546255,-0.9664945717048166,13
2011-12-31,2012-02-04,CSCO,Computer Communications Equipment,6174000000.0,7701000000.0,8206000000.0,1112000000.0,34350000000.0,47214000000.0,16264000000.0,57267000000.0,0.12131762185324049,0.20652110625909753,0.34447409666624307,-0.46829468397126667,0.3145152510202192,1.3561945908954072,-1.5099740238464547,14
2011-12-31,2012-02-04,INTU,Services-Prepackaged Software,-825000000.0,-1225000000.0,-235000000.0,127000000.0,62000000.0,2361000000.0,500000000.0,1880000000.0,-0.4281719678434114,-5.838709677419355,0.2117746717492588,-2.7735344114281864,-3.7275770553293337,0.40247121163793315,-6.903582678395453,15
2012-03-31,2012-05-05,UNH,Hospital & Medical Service Plans,5255000000.0,8216000000.0,7127000000.0,774000000.0,2587000000.0,28856000000.0,1771000000.0,22690000000.0,0.2682600319979103,2.455740239659838,0.061373717771000834,0.3408138968714889,5.057455319241598,-0.4633975789254541,5.86166679503854,1
2012-03-31,2012-05-05,MCD,Retail-Eating  Places,5107700000.0,7755300000.0,6533600000.0,2800000.0,15121100000.0,14390200000.0,366600000.0,4403000000.0,0.5255407676461021,0.43189979564978737,0.02547567094272491,1.9682378945558736,0.42948310802753625,-0.504745521769397,2.902466524352807,2
2012-03-31,2012-05-05,MSFT,Services-Prepackaged Software,23532000000.0,30006000000.0,32223000000.0,2391000000.0,71866000000.0,68659000000.0,11938000000.0,76860000000.0,0.3722967356105066,0.4151058915203295,0.17387378202420659,0.9988959241657341,0.3910800205415852,-0.3338182107516546,1.7237941554589737,3
2012-03-31,2012-05-05,MA,"Services-Business Services, NEC",1762000000.0,2598000000.0,1293000000.0,37000000.0,6503000000.0,6379000000.0,21000000.0,8113000000.0,0.4059375,0.19314162694141165,0.0032920520457751998,1.2116898868772312,-0.1164918344404255,-0.5302969678023994,1.6254950202392051,4
2012-03-31,2012-05-05,GILD,"Biological Products, (No Diagnostic Substances)",2790394000.0,3323759000.0,2585410000.0,213806000.0,8260435000.0,7364084000.0,1350000000.0,5826532000.0,0.38142379623607026,0.28710400844507583,0.18332218915482223,1.0566289582887147,0.09837455573647345,-0.3229353847340765,1.4779388987592648,5
2012-03-31,2012-05-05,SBUX,Retail-Eating & Drinking Places,1381400000.0,2026700000.0,2602100000.0,554700000.0,9021000000.0,5136700000.0,549600000.0,4351500000.0,0.35641805743629423,0.22695931714887485,0.10699476317480094,0.898455672208603,-0.03915998202547874,-0.4108505312584641,1.2701462214415884,6
2012-03-31,2012-05-05,SPGI,"Services-Consumer Credit Reporting, Collection Agencies",537400000.0,996000000.0,197531000.0,52725000.0,1183000000.0,1786000000.0,798000000.0,2578000000.0,0.38544891640866874,0.1224057480980558,0.44680851063829785,1.0820897730906733,-0.27824553522832707,-0.019447637532239166,0.8232918753945855,7
2012-03-31,2012-05-05,CVX,Petroleum Refining,25581000000.0,46363000000.0,28122000000.0,20491000000.0,249979000000.0,126326000000.0,8765000000.0,55222000000.0,0.34319828856104406,0.030526564231395437,0.0693839747953707,0.8148342962932219,-0.48834821945051266,-0.45417123713607144,0.7806573139787807,8
2012-03-31,2012-05-05,KO,Beverages,9035000000.0,11657000000.0,3150000000.0,2041000000.0,45431000000.0,33218000000.0,1389000000.0,28023000000.0,0.336839367757968,0.024410644713961833,0.04181467878860859,0.7746110736402392,-0.5023336626490991,-0.4859259919556971,0.7582034029468372,9
2012-03-31,2012-05-05,NKE,Rubber & Plastics Footwear,2304000000.0,3061000000.0,1365600000.0,389700000.0,23520000000.0,10176000000.0,49000000.0,10932000000.0,0.2993643031784841,0.04149234693877551,0.004815251572327044,0.5375633239990864,-0.46327245925698096,-0.5285425222955153,0.6028333870376208,10
2012-03-31,2012-05-05,V,"Services-Business Services, NEC",3956000000.0,6190000000.0,2448000000.0,246000000.0,9669000000.0,28521000000.0,13000000.0,10295000000.0,0.2169341837807528,0.22773813217499225,0.0004558044949335577,0.016153300423542242,-0.037379044052223476,-0.5335638029643365,0.5123380593356552,11
2012-03-31,2012-05-05,BMY,Pharmaceutical Preparations,2989000000.0,7178000000.0,1784000000.0,528000000.0,21239000000.0,16246000000.0,5270000000.0,11765000000.0,0.33361219557538574,0.05913649418522529,0.32438754154868893,0.754197662424813,-0.42292509719648985,-0.1604540621166031,0.4917266273449262,12
2012-03-31,2012-05-05,INTC,Semiconductors & Related Devices,12212000000.0,15853000000.0,11442000000.0,8134000000.0,52672000000.0,46760000000.0,7088000000.0,25421000000.0,0.29440276333382853,0.06280376670716889,0.1515825491873396,0.5061792058360346,-0.41453904316108603,-0.3594936082368962,0.45113377091184476,13
2012-03-31,2012-05-05,NFLX,Services-Video Tape Rental,164836000.0,272856000.0,287290000.0,40368000.0,3219300000.0,663402000.0,200000000.0,2058741000.0,0.31602428532711296,0.07670052495884198,0.3014763295859826,0.6429456981646611,-0.3827609397018672,-0.18684356144650136,0.44702831990929526,14
2012-03-31,2012-05-05,BIIB,"Biological Products, (No Diagnostic Substances)",1135074000.0,1525554000.0,1085848000.0,161944000.0,3482571000.0,6308548000.0,1023700000.0,2677950000.0,0.20806088391991107,0.26529365804745975,0.16227188887205107,-0.0399745752053956,0.04850022109919829,-0.3471814563129424,0.35570710220674506,15
2012-03-31,2012-05-05,TXN,Semiconductors & Related Devices,1931000000.0,2632000000.0,1926000000.0,559000000.0,13390000000.0,11071000000.0,378000000.0,7591000000.0,0.22988907328150932,0.10209111277072443,0.034143257158341614,0.09809918730762619,-0.32469957662971044,-0.4947620577343572,0.26816166841227296,16
2012-03-31,2012-05-05,AMAT,Semiconductors & Related Devices,1580000000.0,1867000000.0,792783000.0,187318000.0,9994000000.0,8650000000.0,2000000.0,6157000000.0,0.21578825705039298,0.060582849709825894,0.00023121387283236994,0.008904764477478764,-0.4196176758060345,-0.5338224900246756,0.12310957869611994,17
2012-03-31,2012-05-05,ADBE,Services-Prepackaged Software,857290000.0,1051413000.0,1272069000.0,124972000.0,3431040000.0,5986302000.0,1493651000.0,3505655000.0,0.140564118517857,0.334329241279612,0.24951146801481114,-0.46692397545734526,0.20636580864043108,-0.24669751774714826,-0.013860649069765918,18
2012-03-31,2012-05-05,APD,Industrial Inorganic Chemicals,1158500000.0,1572000000.0,1160400000.0,1237100000.0,9905400000.0,6407400000.0,506600000.0,3342900000.0,0.22736476713913797,-0.007743251155935146,0.0790648312888223,0.0821317407623291,-0.5758608702946316,-0.44302067223524344,-0.050708457297059084,19
2012-03-31,2012-05-05,UNP,"Railroads, Line-Haul Operating",3132000000.0,5016000000.0,4072000000.0,-866000000.0,19325000000.0,18755000000.0,8906000000.0,3565000000.0,0.1813383464083005,0.2555239327296248,0.47486003732338045,-0.20900743620002274,0.02615951859176782,0.012862558273359217,-0.19571047588161414,20
2012-03-31,2012-05-05,ELV,Hospital & Medical Service Plans,2838400000.0,4184700000.0,3207100000.0,414800000.0,60430600000.0,23528400000.0,910800000.0,27543600000.0,0.1712290091328685,0.04620672308400049,0.03871066455857602,-0.2729538410533583,-0.4524919642540837,-0.48950124504910714,-0.23594456025833482,21
2012-03-31,2012-05-05,RTX,Aircraft Engines & Engine Parts,4354000000.0,7094000000.0,4271000000.0,673000000.0,40559000000.0,23549000000.0,9570000000.0,27847000000.0,0.214197288565476,0.08871027392194088,0.40638668308633064,-0.0011588739266569722,-0.3552979128464741,-0.06600614315962537,-0.2904506436135057,22
2012-03-31,2012-05-05,COST,Retail-Variety Stores,1617000000.0,2473000000.0,2120000000.0,1410000000.0,89926000000.0,12819000000.0,900000000.0,14360000000.0,0.1802609519644289,0.007895380646309187,0.07020828457758016,-0.21582247257851797,-0.5400995761588199,-0.4532217839827134,-0.3027002647546244,23
2012-03-31,2012-05-05,SYK,Surgical & Medical Instruments & Apparatus,1350000000.0,1702000000.0,1022200000.0,221700000.0,8452000000.0,8022000000.0,1751000000.0,7229000000.0,0.17415327944336437,0.09471131093232371,0.21827474445275494,-0.254456429395128,-0.3415751746707858,-0.28267647411361574,-0.3133551299522981,24
2012-03-31,2012-05-05,FDX,Air Courier Services,2238000000.0,3379000000.0,3252000000.0,3638000000.0,41987000000.0,16569000000.0,1539000000.0,8198000000.0,0.18660260658272587,-0.00919332174244409,0.09288430200977729,-0.1757084668219621,-0.579176787020441,-0.4271031854639713,-0.3277820683784317,25
2012-03-31,2012-05-05,PG,"Soap, Detergents, Cleang Preparations, Perfumes, Cosmetics",10116000000.0,15008000000.0,12618000000.0,2603000000.0,86789000000.0,65909000000.0,21341000000.0,23108000000.0,0.1720114613180516,0.11539480809780041,0.32379492937231635,-0.2680044558613447,-0.294277646648821,-0.16113664227241195,-0.40114546023775366,26
2012-03-31,2012-05-05,CSCO,Computer Communications Equipment,6835000000.0,8751000000.0,8206000000.0,1112000000.0,33061000000.0,49265000000.0,16299000000.0,59298000000.0,0.13347263742297602,0.21457306191585251,0.330843397949863,-0.5117809931577124,-0.06748397623613474,-0.15301810375481864,-0.4262468656390286,27
2012-03-31,2012-05-05,VZ,Telephone Communications (No Radiotelephone),12787000000.0,11262000000.0,24698000000.0,15058000000.0,110827000000.0,88421000000.0,2915000000.0,23512000000.0,0.12330296925637207,0.08698241403268157,0.032967281528143766,-0.5761090198213541,-0.35924905809412977,-0.49611656521984493,-0.43924151269563894,28
2012-03-31,2012-05-05,AMZN,Retail-Catalog & Mail-Order Houses,1163000000.0,1135000000.0,668000000.0,1668000000.0,39974000000.0,7271000000.0,129000000.0,12154000000.0,0.15337837837837837,-0.02501626056937009,0.017741713656993535,-0.3858676384679621,-0.6153595411537949,-0.5136536171133484,-0.48757356250840866,29
2012-03-31,2012-05-05,DHR,"Industrial Instruments For Measurement, Display, and Control",2387148000.0,2542655000.0,3348442000.0,237823000.0,15151073000.0,17891202000.0,4862716000.0,6543223000.0,0.11174581010619797,0.2053068452643585,0.27179370061329583,-0.6492135921425783,-0.08867329147742574,-0.22103248688001248,-0.5168543967399917,30
2012-03-31,2012-05-05,MU,Semiconductors & Related Devices,-429000000.0,-238000000.0,1821000000.0,139000000.0,8609000000.0,9359000000.0,150000000.0,5659000000.0,-0.02502891997055421,0.19537693111859683,0.01602735334971685,-1.5143793319828245,-0.11138030223133188,-0.5156282446561308,-1.1101313895580254,31
