strategy,total_return,cagr,sharpe,mdd,excess_cagr_vs_spy,information_ratio_vs_spy,avg_max_sector_weight,max_sector_weight,max_sector_name
Q002_quality_top30,11.253409632383494,0.1955654366316777,1.0799620901550848,-0.27772176415725813,0.0479888919208975,0.8352870358624437,0.1286549707602339,0.2,Pharmaceutical Preparations
SPY_100,5.897025841594173,0.1475765447107802,0.9094998275902398,-0.337172402602658,0.0,,,,
