period,start,end,v1_net_total_return,v1_cost_0_total_return,v1_annualized_return,v1_cost_0_annualized_return,v1_max_drawdown,v1_cost_0_max_drawdown,v1_trade_count,v1_cost_0_trade_count
2010-2017,2010-01-04,2017-12-31,0.1973638105151314,0.20514986013094028,0.026584702864968834,0.02755440215039351,-0.06606768123495721,-0.06608135392715486,10,10
2018-2026,2018-01-01,2026-05-04,1.6714455798133425,1.8512041981658354,0.12872159461372812,0.13781577244928855,-0.36582185935250466,-0.3615742413287967,100,100
