window,hypothesis,description,value,threshold,passes
60,H1,60-month D006 reproduces D001 Sharpe 0.4842,0.48422119520674023,0.4842,True
60,H7,Window Sharpe is at least 0.40 for plateau count,0.48422119520674023,0.4,True
60,H8,2010-2014 warmup-artifact trade count and return diagnostic,0.0,>0 for 36mo/48mo,True
60,H9,"ON share, max DD, and composite distribution are descriptive checks",0.22950819672131148,,
