ticker,classification,in_official_universe,in_union_panel,in_kiwoom_2010_2016,in_dynamic_top100_2017_2024,in_dynamic_top100_2018_2024,in_krx_2025_2026
014190,official_only,True,False,False,False,False,False
014200,official_only,True,False,False,False,False,False
014280,matched_official_and_panel,True,True,True,True,True,True
014285,official_only,True,False,False,False,False,False
014300,official_only,True,False,False,False,False,False
014350,official_only,True,False,False,False,False,False
014440,matched_official_and_panel,True,True,True,True,True,True
014470,official_only,True,False,False,False,False,False
014530,matched_official_and_panel,True,True,True,True,True,True
014570,official_only,True,False,False,False,False,False
014580,matched_official_and_panel,True,True,True,True,True,True
014590,matched_official_and_panel,True,True,True,False,False,False
014620,official_only,True,False,False,False,False,False
014680,matched_official_and_panel,True,True,True,True,True,True
014710,matched_official_and_panel,True,True,True,True,True,True
014790,matched_official_and_panel,True,True,True,True,True,False
014820,matched_official_and_panel,True,True,True,True,True,False
014825,official_only,True,False,False,False,False,False
014830,matched_official_and_panel,True,True,True,True,True,True
014910,matched_official_and_panel,True,True,True,True,True,True
014915,official_only,True,False,False,False,False,False
014940,official_only,True,False,False,False,False,False
014950,official_only,True,False,False,False,False,False
014970,official_only,True,False,False,False,False,False
014990,matched_official_and_panel,True,True,True,True,True,True
015020,matched_official_and_panel,True,True,True,True,True,True
015050,official_only,True,False,False,False,False,False
015110,official_only,True,False,False,False,False,False
015170,official_only,True,False,False,False,False,False
015200,official_only,True,False,False,False,False,False
015230,matched_official_and_panel,True,True,False,True,True,False
015260,matched_official_and_panel,True,True,True,True,True,False
015350,matched_official_and_panel,True,True,True,False,False,False
015360,official_only,True,False,False,False,False,False
015390,official_only,True,False,False,False,False,False
015540,matched_official_and_panel,True,True,True,True,True,False
015590,matched_official_and_panel,True,True,True,True,True,False
015710,official_only,True,False,False,False,False,False
015750,official_only,True,False,False,False,False,False
015760,matched_official_and_panel,True,True,True,True,True,True
015860,matched_official_and_panel,True,True,True,True,True,False
015890,matched_official_and_panel,True,True,False,True,True,True
015940,official_only,True,False,False,False,False,False
016090,matched_official_and_panel,True,True,True,True,True,False
016100,official_only,True,False,False,False,False,False
016140,official_only,True,False,False,False,False,False
016160,official_only,True,False,False,False,False,False
016167,official_only,True,False,False,False,False,False
016170,official_only,True,False,False,False,False,False
016250,official_only,True,False,False,False,False,False
016360,matched_official_and_panel,True,True,True,True,True,True
016380,matched_official_and_panel,True,True,True,True,True,False
016385,official_only,True,False,False,False,False,False
016420,matched_official_and_panel,True,True,True,False,False,False
016450,matched_official_and_panel,True,True,True,True,True,True
016510,official_only,True,False,False,False,False,False
016560,official_only,True,False,False,False,False,False
016570,official_only,True,False,False,False,False,False
016575,official_only,True,False,False,False,False,False
016580,matched_official_and_panel,True,True,True,True,True,False
016590,matched_official_and_panel,True,True,False,True,True,False
016600,official_only,True,False,False,False,False,False
016610,matched_official_and_panel,True,True,False,True,True,False
016670,official_only,True,False,False,False,False,False
016710,matched_official_and_panel,True,True,True,True,True,False
016740,matched_official_and_panel,True,True,True,True,True,True
016790,official_only,True,False,False,False,False,False
016800,matched_official_and_panel,True,True,True,False,False,False
016880,matched_official_and_panel,True,True,True,True,True,True
016920,official_only,True,False,False,False,False,False
017000,official_only,True,False,False,False,False,False
017010,official_only,True,False,False,False,False,False
017040,matched_official_and_panel,True,True,True,True,True,True
017050,official_only,True,False,False,False,False,False
017160,official_only,True,False,False,False,False,False
017170,matched_official_and_panel,True,True,True,False,False,False
017180,matched_official_and_panel,True,True,True,True,True,False
017250,official_only,True,False,False,False,False,False
017300,matched_official_and_panel,True,True,True,False,False,False
017370,matched_official_and_panel,True,True,True,True,True,True
017390,matched_official_and_panel,True,True,False,True,True,False
017480,official_only,True,False,False,False,False,False
017510,official_only,True,False,False,False,False,False
017550,matched_official_and_panel,True,True,True,True,True,True
017555,official_only,True,False,False,False,False,False
017650,official_only,True,False,False,False,False,False
017670,matched_official_and_panel,True,True,True,True,True,True
017680,official_only,True,False,False,False,False,False
017800,matched_official_and_panel,True,True,True,True,True,True
017810,matched_official_and_panel,True,True,True,True,True,True
017860,matched_official_and_panel,True,True,False,True,True,True
017890,official_only,True,False,False,False,False,False
017900,matched_official_and_panel,True,True,True,True,True,True
017940,matched_official_and_panel,True,True,True,True,True,False
017960,matched_official_and_panel,True,True,True,True,True,True
018000,official_only,True,False,False,False,False,False
018120,official_only,True,False,False,False,False,False
018250,matched_official_and_panel,True,True,False,True,True,True
018260,matched_official_and_panel,True,True,True,True,True,True
018290,official_only,True,False,False,False,False,False
018310,official_only,True,False,False,False,False,False
018410,matched_official_and_panel,True,True,True,False,False,False
018415,official_only,True,False,False,False,False,False
018417,official_only,True,False,False,False,False,False
018470,matched_official_and_panel,True,True,True,True,True,True
018500,matched_official_and_panel,True,True,True,True,True,True
018620,official_only,True,False,False,False,False,False
018670,matched_official_and_panel,True,True,True,True,True,False
018680,official_only,True,False,False,False,False,False
018700,official_only,True,False,False,False,False,False
018880,matched_official_and_panel,True,True,True,True,True,True
018890,official_only,True,False,False,False,False,False
019010,official_only,True,False,False,False,False,False
019120,official_only,True,False,False,False,False,False
019170,matched_official_and_panel,True,True,True,True,True,True
019175,official_only,True,False,False,False,False,False
019180,matched_official_and_panel,True,True,True,True,True,True
019210,official_only,True,False,False,False,False,False
019260,official_only,True,False,False,False,False,False
019300,matched_official_and_panel,True,True,True,False,False,False
019430,official_only,True,False,False,False,False,False
019440,matched_official_and_panel,True,True,True,True,True,False
019490,matched_official_and_panel,True,True,True,True,True,True
019540,official_only,True,False,False,False,False,False
019550,official_only,True,False,False,False,False,False
019570,official_only,True,False,False,False,False,False
019590,official_only,True,False,False,False,False,False
019660,official_only,True,False,False,False,False,False
019680,matched_official_and_panel,True,True,False,True,True,False
019685,official_only,True,False,False,False,False,False
019770,official_only,True,False,False,False,False,False
019990,official_only,True,False,False,False,False,False
020000,matched_official_and_panel,True,True,True,True,True,False
020070,official_only,True,False,False,False,False,False
020075,official_only,True,False,False,False,False,False
020120,matched_official_and_panel,True,True,True,True,True,True
020150,matched_official_and_panel,True,True,True,True,True,True
020180,official_only,True,False,False,False,False,False
020400,official_only,True,False,False,False,False,False
020560,matched_official_and_panel,True,True,True,True,True,False
020710,official_only,True,False,False,False,False,False
020760,matched_official_and_panel,True,True,True,True,True,True
021040,official_only,True,False,False,False,False,False
021045,official_only,True,False,False,False,False,False
021050,matched_official_and_panel,True,True,True,True,True,True
021060,official_only,True,False,False,False,False,False
021080,official_only,True,False,False,False,False,False
021240,matched_official_and_panel,True,True,True,True,True,True
021320,official_only,True,False,False,False,False,False
021650,official_only,True,False,False,False,False,False
021820,matched_official_and_panel,True,True,True,True,True,False
021880,official_only,True,False,False,False,False,False
021960,matched_official_and_panel,True,True,False,True,False,False
022100,matched_official_and_panel,True,True,False,True,True,True
022220,official_only,True,False,False,False,False,False
022520,matched_official_and_panel,True,True,True,False,False,False
023000,matched_official_and_panel,True,True,True,True,True,False
023020,official_only,True,False,False,False,False,False
023150,matched_official_and_panel,True,True,True,True,True,True
023160,official_only,True,False,False,False,False,False
023350,matched_official_and_panel,True,True,True,True,True,True
023410,official_only,True,False,False,False,False,False
023430,official_only,True,False,False,False,False,False
023440,official_only,True,False,False,False,False,False
023450,matched_official_and_panel,True,True,True,True,True,False
023460,official_only,True,False,False,False,False,False
023530,matched_official_and_panel,True,True,True,True,True,True
023590,matched_official_and_panel,True,True,True,True,True,False
023600,official_only,True,False,False,False,False,False
023670,official_only,True,False,False,False,False,False
023760,official_only,True,False,False,False,False,False
023770,official_only,True,False,False,False,False,False
023790,official_only,True,False,False,False,False,False
023800,matched_official_and_panel,True,True,True,True,True,False
023810,matched_official_and_panel,True,True,True,True,True,False
023890,official_only,True,False,False,False,False,False
023900,official_only,True,False,False,False,False,False
023910,official_only,True,False,False,False,False,False
023960,matched_official_and_panel,True,True,True,True,True,False
024060,official_only,True,False,False,False,False,False
024070,matched_official_and_panel,True,True,False,True,True,False
024090,matched_official_and_panel,True,True,True,True,True,False
024100,official_only,True,False,False,False,False,False
024110,matched_official_and_panel,True,True,True,True,True,True
024120,official_only,True,False,False,False,False,False
024660,official_only,True,False,False,False,False,False
024720,matched_official_and_panel,True,True,True,True,True,True
024740,official_only,True,False,False,False,False,False
024800,official_only,True,False,False,False,False,False
024810,official_only,True,False,False,False,False,False
024830,official_only,True,False,False,False,False,False
024840,official_only,True,False,False,False,False,False
024850,official_only,True,False,False,False,False,False
024870,official_only,True,False,False,False,False,False
024880,official_only,True,False,False,False,False,False
024890,matched_official_and_panel,True,True,True,True,True,False
024900,matched_official_and_panel,True,True,True,True,True,False
024910,official_only,True,False,False,False,False,False
024940,official_only,True,False,False,False,False,False
024950,official_only,True,False,False,False,False,False
025000,matched_official_and_panel,True,True,False,True,True,False
025270,official_only,True,False,False,False,False,False
025320,official_only,True,False,False,False,False,False
025340,official_only,True,False,False,False,False,False
025440,official_only,True,False,False,False,False,False
025530,matched_official_and_panel,True,True,False,True,True,False
025540,matched_official_and_panel,True,True,True,True,True,False
025550,official_only,True,False,False,False,False,False
025560,matched_official_and_panel,True,True,True,True,True,False
025610,official_only,True,False,False,False,False,False
025620,matched_official_and_panel,True,True,True,True,True,True
025750,matched_official_and_panel,True,True,True,True,True,True
025770,official_only,True,False,False,False,False,False
025820,matched_official_and_panel,True,True,True,True,True,True
025850,official_only,True,False,False,False,False,False
025860,matched_official_and_panel,True,True,True,True,True,True
025870,official_only,True,False,False,False,False,False
025880,official_only,True,False,False,False,False,False
025890,matched_official_and_panel,True,True,True,True,True,False
025900,official_only,True,False,False,False,False,False
025920,official_only,True,False,False,False,False,False
025950,official_only,True,False,False,False,False,False
025970,official_only,True,False,False,False,False,False
025980,official_only,True,False,False,False,False,False
026040,official_only,True,False,False,False,False,False
026150,official_only,True,False,False,False,False,False
026180,official_only,True,False,False,False,False,False
026220,official_only,True,False,False,False,False,False
026250,official_only,True,False,False,False,False,False
026260,official_only,True,False,False,False,False,False
026540,official_only,True,False,False,False,False,False
026870,matched_official_and_panel,True,True,True,False,False,False
026890,matched_official_and_panel,True,True,True,True,True,False
026910,official_only,True,False,False,False,False,False
026940,matched_official_and_panel,True,True,True,True,True,True
026960,matched_official_and_panel,True,True,False,True,True,False
027040,official_only,True,False,False,False,False,False
027050,official_only,True,False,False,False,False,False
027360,official_only,True,False,False,False,False,False
027390,matched_official_and_panel,True,True,True,True,True,False
027410,matched_official_and_panel,True,True,True,True,True,False
027580,official_only,True,False,False,False,False,False
027710,official_only,True,False,False,False,False,False
027740,matched_official_and_panel,True,True,True,True,True,True
027830,official_only,True,False,False,False,False,False
027840,official_only,True,False,False,False,False,False
027970,matched_official_and_panel,True,True,True,True,True,False
028040,official_only,True,False,False,False,False,False
028050,matched_official_and_panel,True,True,True,True,True,True
028080,official_only,True,False,False,False,False,False
028090,official_only,True,False,False,False,False,False
028100,matched_official_and_panel,True,True,True,True,True,False
028150,official_only,True,False,False,False,False,False
028260,matched_official_and_panel,True,True,True,True,True,True
02826K,official_only,True,False,False,False,False,False
028300,official_only,True,False,False,False,False,False
028305,official_only,True,False,False,False,False,False
028670,matched_official_and_panel,True,True,True,True,True,True
029460,matched_official_and_panel,True,True,True,True,True,False
029480,official_only,True,False,False,False,False,False
029530,matched_official_and_panel,True,True,True,True,True,False
029780,matched_official_and_panel,True,True,True,True,True,False
029960,official_only,True,False,False,False,False,False
030000,matched_official_and_panel,True,True,True,True,True,True
030030,official_only,True,False,False,False,False,False
030190,matched_official_and_panel,True,True,False,True,True,False
030200,matched_official_and_panel,True,True,True,True,True,True
030210,matched_official_and_panel,True,True,True,True,True,True
030270,official_only,True,False,False,False,False,False
030350,official_only,True,False,False,False,False,False
030390,official_only,True,False,False,False,False,False
030420,official_only,True,False,False,False,False,False
030520,official_only,True,False,False,False,False,False
030530,official_only,True,False,False,False,False,False
030610,matched_official_and_panel,True,True,True,True,False,False
030720,matched_official_and_panel,True,True,True,True,True,True
030790,matched_official_and_panel,True,True,True,True,True,False
030960,official_only,True,False,False,False,False,False
031210,matched_official_and_panel,True,True,False,False,False,True
031310,official_only,True,False,False,False,False,False
031330,official_only,True,False,False,False,False,False
031390,official_only,True,False,False,False,False,False
031430,matched_official_and_panel,True,True,True,True,True,True
031440,matched_official_and_panel,True,True,True,True,True,True
031510,official_only,True,False,False,False,False,False
031820,matched_official_and_panel,True,True,True,True,True,False
031860,official_only,True,False,False,False,False,False
031920,official_only,True,False,False,False,False,False
031950,official_only,True,False,False,False,False,False
031960,official_only,True,False,False,False,False,False
031980,official_only,True,False,False,False,False,False
031990,official_only,True,False,False,False,False,False
032030,official_only,True,False,False,False,False,False
032040,official_only,True,False,False,False,False,False
032080,official_only,True,False,False,False,False,False
032190,official_only,True,False,False,False,False,False
032280,official_only,True,False,False,False,False,False
032290,official_only,True,False,False,False,False,False
032300,official_only,True,False,False,False,False,False
032350,matched_official_and_panel,True,True,True,True,True,True
032380,official_only,True,False,False,False,False,False
032420,official_only,True,False,False,False,False,False
032500,official_only,True,False,False,False,False,False
032540,official_only,True,False,False,False,False,False
032560,matched_official_and_panel,True,True,True,True,True,False
032580,official_only,True,False,False,False,False,False
032620,official_only,True,False,False,False,False,False
032640,matched_official_and_panel,True,True,True,True,True,True
032680,official_only,True,False,False,False,False,False
032685,official_only,True,False,False,False,False,False
032750,official_only,True,False,False,False,False,False
032790,official_only,True,False,False,False,False,False
032800,official_only,True,False,False,False,False,False
032820,official_only,True,False,False,False,False,False
032830,matched_official_and_panel,True,True,True,True,True,True
032850,official_only,True,False,False,False,False,False
032860,official_only,True,False,False,False,False,False
032930,official_only,True,False,False,False,False,False
032940,official_only,True,False,False,False,False,False
032960,official_only,True,False,False,False,False,False
032980,official_only,True,False,False,False,False,False
033030,official_only,True,False,False,False,False,False
033050,official_only,True,False,False,False,False,False
033100,official_only,True,False,False,False,False,False
033110,official_only,True,False,False,False,False,False
033130,official_only,True,False,False,False,False,False
033160,official_only,True,False,False,False,False,False
033170,official_only,True,False,False,False,False,False
033180,matched_official_and_panel,True,True,True,True,True,False
033190,official_only,True,False,False,False,False,False
033200,official_only,True,False,False,False,False,False
033230,official_only,True,False,False,False,False,False
033240,matched_official_and_panel,True,True,True,True,True,True
033250,matched_official_and_panel,True,True,True,True,True,False
033260,official_only,True,False,False,False,False,False
033270,matched_official_and_panel,True,True,True,True,True,False
033280,official_only,True,False,False,False,False,False
033290,official_only,True,False,False,False,False,False
033310,official_only,True,False,False,False,False,False
033320,official_only,True,False,False,False,False,False
033340,official_only,True,False,False,False,False,False
033430,official_only,True,False,False,False,False,False
033500,official_only,True,False,False,False,False,False
033530,matched_official_and_panel,True,True,True,True,True,True
033540,official_only,True,False,False,False,False,False
033550,official_only,True,False,False,False,False,False
033560,official_only,True,False,False,False,False,False
033600,official_only,True,False,False,False,False,False
033630,official_only,True,False,False,False,False,False
033640,official_only,True,False,False,False,False,False
033660,matched_official_and_panel,True,True,True,True,True,False
033780,matched_official_and_panel,True,True,True,True,True,True
033790,official_only,True,False,False,False,False,False
033830,official_only,True,False,False,False,False,False
033850,official_only,True,False,False,False,False,False
033855,official_only,True,False,False,False,False,False
033920,matched_official_and_panel,True,True,True,True,True,False
034010,official_only,True,False,False,False,False,False
034020,matched_official_and_panel,True,True,True,True,True,True
034120,matched_official_and_panel,True,True,True,True,True,True
034220,matched_official_and_panel,True,True,True,True,True,True
034230,matched_official_and_panel,True,True,False,True,True,True
034300,matched_official_and_panel,True,True,True,True,True,False
034310,matched_official_and_panel,True,True,True,True,True,False
034510,official_only,True,False,False,False,False,False
034590,official_only,True,False,False,False,False,False
034600,official_only,True,False,False,False,False,False
034660,official_only,True,False,False,False,False,False
034730,matched_official_and_panel,True,True,True,True,True,True
03473K,official_only,True,False,False,False,False,False
034810,official_only,True,False,False,False,False,False
03481K,official_only,True,False,False,False,False,False
034830,matched_official_and_panel,True,True,True,True,True,True
034940,official_only,True,False,False,False,False,False
034950,official_only,True,False,False,False,False,False
035000,matched_official_and_panel,True,True,False,True,True,False
035080,official_only,True,False,False,False,False,False
035150,matched_official_and_panel,True,True,True,True,True,False
035200,official_only,True,False,False,False,False,False
035210,official_only,True,False,False,False,False,False
035250,matched_official_and_panel,True,True,True,True,True,True
035290,official_only,True,False,False,False,False,False
035400,official_only,True,False,False,False,False,False
035405,official_only,True,False,False,False,False,False
035420,matched_official_and_panel,True,True,True,True,True,True
035450,official_only,True,False,False,False,False,False
035460,official_only,True,False,False,False,False,False
035480,official_only,True,False,False,False,False,False
035510,matched_official_and_panel,True,True,False,True,True,True
035600,official_only,True,False,False,False,False,False
035610,official_only,True,False,False,False,False,False
035620,official_only,True,False,False,False,False,False
035710,official_only,True,False,False,False,False,False
035720,matched_official_and_panel,True,True,False,True,True,True
035760,official_only,True,False,False,False,False,False
035810,official_only,True,False,False,False,False,False
035830,official_only,True,False,False,False,False,False
035890,official_only,True,False,False,False,False,False
035900,official_only,True,False,False,False,False,False
036000,official_only,True,False,False,False,False,False
036010,official_only,True,False,False,False,False,False
036030,official_only,True,False,False,False,False,False
036090,official_only,True,False,False,False,False,False
036120,official_only,True,False,False,False,False,False
036170,official_only,True,False,False,False,False,False
036180,official_only,True,False,False,False,False,False
036190,official_only,True,False,False,False,False,False
036200,official_only,True,False,False,False,False,False
036210,official_only,True,False,False,False,False,False
036220,official_only,True,False,False,False,False,False
036260,official_only,True,False,False,False,False,False
036420,matched_official_and_panel,True,True,False,True,True,False
036460,matched_official_and_panel,True,True,True,True,True,True
036480,official_only,True,False,False,False,False,False
036490,official_only,True,False,False,False,False,False
036500,official_only,True,False,False,False,False,False
036530,matched_official_and_panel,True,True,True,True,True,False
036540,official_only,True,False,False,False,False,False
036550,official_only,True,False,False,False,False,False
036560,official_only,True,False,False,False,False,False
036570,matched_official_and_panel,True,True,True,True,True,True
036580,matched_official_and_panel,True,True,True,True,True,False
036585,official_only,True,False,False,False,False,False
036620,official_only,True,False,False,False,False,False
036630,official_only,True,False,False,False,False,False
036640,official_only,True,False,False,False,False,False
036670,official_only,True,False,False,False,False,False
036690,official_only,True,False,False,False,False,False
036710,official_only,True,False,False,False,False,False
036800,official_only,True,False,False,False,False,False
036810,official_only,True,False,False,False,False,False
036830,official_only,True,False,False,False,False,False
036840,official_only,True,False,False,False,False,False
036850,official_only,True,False,False,False,False,False
036890,official_only,True,False,False,False,False,False
036920,official_only,True,False,False,False,False,False
036930,official_only,True,False,False,False,False,False
037020,official_only,True,False,False,False,False,False
037030,official_only,True,False,False,False,False,False
037070,official_only,True,False,False,False,False,False
037110,official_only,True,False,False,False,False,False
037150,official_only,True,False,False,False,False,False
037230,official_only,True,False,False,False,False,False
037240,official_only,True,False,False,False,False,False
037270,matched_official_and_panel,True,True,True,False,False,False
037320,official_only,True,False,False,False,False,False
037330,official_only,True,False,False,False,False,False
037340,official_only,True,False,False,False,False,False
037350,official_only,True,False,False,False,False,False
037370,official_only,True,False,False,False,False,False
037380,official_only,True,False,False,False,False,False
037400,official_only,True,False,False,False,False,False
037440,official_only,True,False,False,False,False,False
037460,official_only,True,False,False,False,False,False
037510,official_only,True,False,False,False,False,False
037540,official_only,True,False,False,False,False,False
037550,official_only,True,False,False,False,False,False
037560,matched_official_and_panel,True,True,True,True,True,True
037620,matched_official_and_panel,True,True,True,False,False,False
037630,official_only,True,False,False,False,False,False
037700,official_only,True,False,False,False,False,False
037710,matched_official_and_panel,True,True,True,True,True,False
037760,official_only,True,False,False,False,False,False
037830,official_only,True,False,False,False,False,False
037950,official_only,True,False,False,False,False,False
038010,official_only,True,False,False,False,False,False
038060,official_only,True,False,False,False,False,False
038070,official_only,True,False,False,False,False,False
038110,official_only,True,False,False,False,False,False
038120,official_only,True,False,False,False,False,False
038160,official_only,True,False,False,False,False,False
038290,official_only,True,False,False,False,False,False
038320,official_only,True,False,False,False,False,False
038340,official_only,True,False,False,False,False,False
038390,official_only,True,False,False,False,False,False
038460,official_only,True,False,False,False,False,False
038500,official_only,True,False,False,False,False,False
038530,official_only,True,False,False,False,False,False
038540,official_only,True,False,False,False,False,False
038620,official_only,True,False,False,False,False,False
038680,official_only,True,False,False,False,False,False
038690,official_only,True,False,False,False,False,False
038710,official_only,True,False,False,False,False,False
038720,official_only,True,False,False,False,False,False
038870,official_only,True,False,False,False,False,False
038880,official_only,True,False,False,False,False,False
038950,official_only,True,False,False,False,False,False
038990,official_only,True,False,False,False,False,False
039010,official_only,True,False,False,False,False,False
039020,official_only,True,False,False,False,False,False
039030,official_only,True,False,False,False,False,False
039040,official_only,True,False,False,False,False,False
039130,matched_official_and_panel,True,True,True,True,True,True
039200,official_only,True,False,False,False,False,False
039230,official_only,True,False,False,False,False,False
039240,official_only,True,False,False,False,False,False
039290,official_only,True,False,False,False,False,False
039310,official_only,True,False,False,False,False,False
039340,official_only,True,False,False,False,False,False
039350,official_only,True,False,False,False,False,False
039420,official_only,True,False,False,False,False,False
039440,official_only,True,False,False,False,False,False
039490,matched_official_and_panel,True,True,True,True,True,True
039530,official_only,True,False,False,False,False,False
039560,official_only,True,False,False,False,False,False
039570,matched_official_and_panel,True,True,True,True,True,False
039610,official_only,True,False,False,False,False,False
039670,official_only,True,False,False,False,False,False
039740,official_only,True,False,False,False,False,False
039790,official_only,True,False,False,False,False,False
039830,official_only,True,False,False,False,False,False
039840,official_only,True,False,False,False,False,False
039850,official_only,True,False,False,False,False,False
039860,official_only,True,False,False,False,False,False
039980,official_only,True,False,False,False,False,False
040160,official_only,True,False,False,False,False,False
040180,official_only,True,False,False,False,False,False
040300,official_only,True,False,False,False,False,False
040350,official_only,True,False,False,False,False,False
040420,official_only,True,False,False,False,False,False
040610,official_only,True,False,False,False,False,False
040670,official_only,True,False,False,False,False,False
040740,official_only,True,False,False,False,False,False
040910,official_only,True,False,False,False,False,False
041020,official_only,True,False,False,False,False,False
041030,official_only,True,False,False,False,False,False
041060,official_only,True,False,False,False,False,False
041140,official_only,True,False,False,False,False,False
041190,official_only,True,False,False,False,False,False
041320,official_only,True,False,False,False,False,False
041440,official_only,True,False,False,False,False,False
041450,official_only,True,False,False,False,False,False
041460,official_only,True,False,False,False,False,False
041510,official_only,True,False,False,False,False,False
041520,official_only,True,False,False,False,False,False
041550,official_only,True,False,False,False,False,False
041590,official_only,True,False,False,False,False,False
041630,official_only,True,False,False,False,False,False
041650,matched_official_and_panel,True,True,True,True,True,False
041800,official_only,True,False,False,False,False,False
041830,official_only,True,False,False,False,False,False
041910,official_only,True,False,False,False,False,False
041920,official_only,True,False,False,False,False,False
041930,official_only,True,False,False,False,False,False
041960,official_only,True,False,False,False,False,False
042000,official_only,True,False,False,False,False,False
042040,official_only,True,False,False,False,False,False
042110,official_only,True,False,False,False,False,False
042340,official_only,True,False,False,False,False,False
042370,official_only,True,False,False,False,False,False
042420,official_only,True,False,False,False,False,False
042500,official_only,True,False,False,False,False,False
042510,official_only,True,False,False,False,False,False
042520,official_only,True,False,False,False,False,False
042600,official_only,True,False,False,False,False,False
042660,matched_official_and_panel,True,True,True,True,True,True
042670,matched_official_and_panel,True,True,True,True,True,True
042700,matched_official_and_panel,True,True,True,True,True,True
042820,official_only,True,False,False,False,False,False
042870,official_only,True,False,False,False,False,False
042940,official_only,True,False,False,False,False,False
043090,official_only,True,False,False,False,False,False
043100,official_only,True,False,False,False,False,False
043150,official_only,True,False,False,False,False,False
043200,official_only,True,False,False,False,False,False
043220,official_only,True,False,False,False,False,False
043260,official_only,True,False,False,False,False,False
043290,official_only,True,False,False,False,False,False
043340,official_only,True,False,False,False,False,False
043360,official_only,True,False,False,False,False,False
043370,official_only,True,False,False,False,False,False
043580,official_only,True,False,False,False,False,False
043590,official_only,True,False,False,False,False,False
043610,official_only,True,False,False,False,False,False
043630,official_only,True,False,False,False,False,False
043650,official_only,True,False,False,False,False,False
043680,official_only,True,False,False,False,False,False
043710,official_only,True,False,False,False,False,False
043890,official_only,True,False,False,False,False,False
043910,official_only,True,False,False,False,False,False
044060,official_only,True,False,False,False,False,False
044180,official_only,True,False,False,False,False,False
044340,official_only,True,False,False,False,False,False
044380,matched_official_and_panel,True,True,True,True,True,False
044450,matched_official_and_panel,True,True,True,True,True,True
044480,official_only,True,False,False,False,False,False
044490,official_only,True,False,False,False,False,False
044640,official_only,True,False,False,False,False,False
044780,official_only,True,False,False,False,False,False
044820,matched_official_and_panel,True,True,True,True,False,False
044960,official_only,True,False,False,False,False,False
044990,official_only,True,False,False,False,False,False
045050,official_only,True,False,False,False,False,False
045060,official_only,True,False,False,False,False,False
045100,official_only,True,False,False,False,False,False
045260,official_only,True,False,False,False,False,False
045290,official_only,True,False,False,False,False,False
045300,official_only,True,False,False,False,False,False
045340,official_only,True,False,False,False,False,False
045390,official_only,True,False,False,False,False,False
045400,official_only,True,False,False,False,False,False
045470,official_only,True,False,False,False,False,False
045510,official_only,True,False,False,False,False,False
045520,official_only,True,False,False,False,False,False
045660,official_only,True,False,False,False,False,False
045710,matched_official_and_panel,True,True,True,False,False,False
045820,official_only,True,False,False,False,False,False
045880,official_only,True,False,False,False,False,False
045890,official_only,True,False,False,False,False,False
045970,official_only,True,False,False,False,False,False
046070,official_only,True,False,False,False,False,False
046110,official_only,True,False,False,False,False,False
046120,official_only,True,False,False,False,False,False
046140,official_only,True,False,False,False,False,False
046210,official_only,True,False,False,False,False,False
046240,official_only,True,False,False,False,False,False
046310,official_only,True,False,False,False,False,False
046350,official_only,True,False,False,False,False,False
046390,official_only,True,False,False,False,False,False
046400,official_only,True,False,False,False,False,False
046430,official_only,True,False,False,False,False,False
046440,official_only,True,False,False,False,False,False
046720,official_only,True,False,False,False,False,False
046840,official_only,True,False,False,False,False,False
046890,official_only,True,False,False,False,False,False
046940,official_only,True,False,False,False,False,False
046970,official_only,True,False,False,False,False,False
047040,matched_official_and_panel,True,True,True,True,True,True
047050,matched_official_and_panel,True,True,True,True,True,True
047080,official_only,True,False,False,False,False,False
047310,official_only,True,False,False,False,False,False
047400,matched_official_and_panel,True,True,True,True,True,True
047440,official_only,True,False,False,False,False,False
047450,official_only,True,False,False,False,False,False
047560,official_only,True,False,False,False,False,False
047600,official_only,True,False,False,False,False,False
047710,official_only,True,False,False,False,False,False
047730,official_only,True,False,False,False,False,False
047770,official_only,True,False,False,False,False,False
047810,matched_official_and_panel,True,True,True,True,True,True
047820,official_only,True,False,False,False,False,False
047920,official_only,True,False,False,False,False,False
047940,official_only,True,False,False,False,False,False
048130,official_only,True,False,False,False,False,False
048140,official_only,True,False,False,False,False,False
048260,official_only,True,False,False,False,False,False
048410,official_only,True,False,False,False,False,False
048430,official_only,True,False,False,False,False,False
048460,official_only,True,False,False,False,False,False
048470,official_only,True,False,False,False,False,False
048510,official_only,True,False,False,False,False,False
048530,official_only,True,False,False,False,False,False
048550,official_only,True,False,False,False,False,False
048640,official_only,True,False,False,False,False,False
048770,official_only,True,False,False,False,False,False
048830,official_only,True,False,False,False,False,False
048870,official_only,True,False,False,False,False,False
048910,official_only,True,False,False,False,False,False
049000,official_only,True,False,False,False,False,False
049070,official_only,True,False,False,False,False,False
049080,official_only,True,False,False,False,False,False
049120,official_only,True,False,False,False,False,False
049180,official_only,True,False,False,False,False,False
049430,official_only,True,False,False,False,False,False
049470,official_only,True,False,False,False,False,False
049480,official_only,True,False,False,False,False,False
049520,official_only,True,False,False,False,False,False
049550,official_only,True,False,False,False,False,False
049630,official_only,True,False,False,False,False,False
049690,official_only,True,False,False,False,False,False
049720,official_only,True,False,False,False,False,False
049770,matched_official_and_panel,True,True,True,True,True,False
049800,matched_official_and_panel,True,True,True,True,True,False
049830,official_only,True,False,False,False,False,False
049950,official_only,True,False,False,False,False,False
049960,official_only,True,False,False,False,False,False
050050,official_only,True,False,False,False,False,False
