ticker,markets,first_snapshot,last_snapshot,n_snapshots,permanent_id,permanent_id_source,corp_code_dart,corp_name_dart,name_krx,terminal_status,terminal_date,confidence_flag
000020,KOSPI,2010-01-04,2026-05-04,197,DART_00119195,dart_corp_code,119195.0,동화약품,동화약품,,,still_listed
000030,KOSPI,2014-12-01,2019-02-01,51,KRX_TICKER_000030,krx_ticker_fallback,,,우리은행,suspended_last_known,2018-06-19,delisted_with_terminal
000040,KOSPI,2010-01-04,2026-05-04,197,DART_00112378,dart_corp_code,112378.0,KR모터스,KR모터스,delisted,2022-05-27,delisted_with_terminal
000050,KOSPI,2010-01-04,2026-05-04,197,DART_00101628,dart_corp_code,101628.0,경방,경방,,,still_listed
000060,KOSPI,2010-01-04,2023-02-01,158,,,,,,suspended_last_known,2022-11-21,delisted_with_terminal
000070,KOSPI,2010-01-04,2026-05-04,197,DART_00126937,dart_corp_code,126937.0,삼양홀딩스,삼양홀딩스,delisted,2024-12-23,delisted_with_terminal
000075,KOSPI,2010-01-04,2025-08-01,188,,,,,,,,disappeared_no_terminal
000080,KOSPI,2010-01-04,2026-05-04,197,DART_00150244,dart_corp_code,150244.0,하이트진로,하이트진로,,,still_listed
000087,KOSPI,2011-10-04,2026-05-04,176,,,,,,,,still_listed
000100,KOSPI,2010-01-04,2026-05-04,197,DART_00145109,dart_corp_code,145109.0,유한양행,유한양행,,,still_listed
000105,KOSPI,2010-01-04,2026-05-04,197,,,,,,,,still_listed
000120,KOSPI,2010-01-04,2026-05-04,197,DART_00113410,dart_corp_code,113410.0,CJ대한통운,CJ대한통운,,,still_listed
000140,KOSPI,2010-01-04,2026-05-04,197,DART_00148993,dart_corp_code,148993.0,하이트진로홀딩스,하이트진로홀딩스,active,,still_listed
000145,KOSPI,2010-01-04,2026-05-04,197,,,,,,,,still_listed
000150,KOSPI,2010-01-04,2026-05-04,197,DART_00117212,dart_corp_code,117212.0,두산,두산,active,,still_listed
000155,KOSPI,2010-01-04,2026-05-04,197,,,,,,,,still_listed
000157,KOSPI,2010-01-04,2026-05-04,197,,,,,,,,still_listed
000180,KOSPI,2010-01-04,2026-05-04,197,DART_00133335,dart_corp_code,133335.0,성창기업지주,성창기업지주,active,,still_listed
0001A0,KOSDAQ,2026-02-02,2026-05-04,4,,,,,,,,still_listed
000210,KOSPI,2010-01-04,2026-05-04,197,DART_00109693,dart_corp_code,109693.0,DL,DL,suspended_last_known,2020-09-10,delisted_with_terminal
000215,KOSPI,2010-01-04,2026-05-04,197,,,,,,,,still_listed
000220,KOSPI,2010-01-04,2026-05-04,197,DART_00144818,dart_corp_code,144818.0,유유제약,유유제약,suspended_last_known,2021-03-16,delisted_with_terminal
000225,KOSPI,2010-01-04,2026-05-04,197,,,,,,,,still_listed
000227,KOSPI,2010-01-04,2026-05-04,197,,,,,,,,still_listed
000230,KOSPI,2010-01-04,2026-05-04,197,DART_00146083,dart_corp_code,146083.0,일동홀딩스,일동홀딩스,,,still_listed
000240,KOSPI,2010-01-04,2026-05-04,197,DART_00160047,dart_corp_code,160047.0,한국앤컴퍼니,한국앤컴퍼니,,,still_listed
000250,KOSDAQ,2010-01-04,2026-05-04,197,,,,,,,,still_listed
000270,KOSPI,2010-01-04,2026-05-04,197,DART_00106641,dart_corp_code,106641.0,기아,기아,active,,still_listed
000300,KOSPI,2010-01-04,2026-05-04,197,DART_00126089,dart_corp_code,126089.0,DH오토넥스,DH오토넥스,delisted,2024-04-22,delisted_with_terminal
000320,KOSPI,2010-01-04,2026-05-04,197,DART_00113508,dart_corp_code,113508.0,노루홀딩스,노루홀딩스,,,still_listed
000325,KOSPI,2010-01-04,2026-05-04,197,,,,,,,,still_listed
000327,KOSPI,2010-01-04,2017-09-01,93,,,,,,,,disappeared_no_terminal
000360,KOSPI,2010-01-04,2015-04-01,64,,,,,,,,disappeared_no_terminal
000365,KOSPI,2010-01-04,2015-04-01,64,,,,,,,,disappeared_no_terminal
000370,KOSPI,2010-01-04,2026-05-04,197,DART_00135917,dart_corp_code,135917.0,한화손해보험,한화손해보험,,,still_listed
000390,KOSPI,2010-01-04,2026-05-04,197,DART_00129387,dart_corp_code,129387.0,SP삼화,SP삼화,,,still_listed
000400,KOSPI,2010-01-04,2026-05-04,197,DART_00113562,dart_corp_code,113562.0,롯데손해보험,롯데손해보험,,,still_listed
000420,KOSPI,2010-01-04,2015-02-02,62,,,,,,,,disappeared_no_terminal
000425,KOSPI,2010-01-04,2015-02-02,62,,,,,,,,disappeared_no_terminal
000430,KOSPI,2010-01-04,2026-05-04,197,DART_00111847,dart_corp_code,111847.0,대원강업,대원강업,,,still_listed
000440,KOSDAQ,2010-01-04,2026-05-04,197,,,,,,active,,still_listed
000470,KOSPI,2010-01-04,2012-07-02,31,,,,,,,,disappeared_no_terminal
000480,KOSPI,2010-01-04,2026-05-04,197,DART_00148984,dart_corp_code,148984.0,시알홀딩스,CR홀딩스,suspended_last_known,2023-01-10,delisted_with_terminal
000490,KOSPI,2010-01-04,2026-05-04,197,DART_00109286,dart_corp_code,109286.0,대동,대동,,,still_listed
0004V0,KOSDAQ,2026-02-02,2026-05-04,4,,,,,,,,still_listed
0004Y0,KOSDAQ,2025-08-01,2026-05-04,10,,,,,,,,still_listed
000500,KOSPI,2010-01-04,2026-05-04,197,DART_00104768,dart_corp_code,104768.0,가온전선,가온전선,,,still_listed
000520,KOSPI,2010-01-04,2026-05-04,197,DART_00128032,dart_corp_code,128032.0,삼일제약,삼일제약,suspended_last_known,2023-03-09,delisted_with_terminal
000540,KOSPI,2010-01-04,2026-05-04,197,DART_00103176,dart_corp_code,103176.0,흥국화재,흥국화재,delisted,2023-06-23,delisted_with_terminal
000545,KOSPI,2010-01-04,2026-05-04,197,,,,,,,,still_listed
000547,KOSPI,2010-01-04,2023-07-03,163,,,,,,,,disappeared_no_terminal
000590,KOSPI,2010-01-04,2026-05-04,197,DART_00149026,dart_corp_code,149026.0,CS홀딩스,CS홀딩스,,,still_listed
000610,KOSPI,2010-01-04,2010-01-04,1,,,,,,,,disappeared_no_terminal
000640,KOSPI,2010-01-04,2026-05-04,197,DART_00116824,dart_corp_code,116824.0,동아쏘시오홀딩스,동아쏘시오홀딩스,delisted,2022-01-14,delisted_with_terminal
000650,KOSPI,2010-01-04,2026-05-04,197,DART_00151395,dart_corp_code,151395.0,천일고속,천일고속,,,still_listed
000660,KOSPI,2010-01-04,2026-05-04,197,DART_00164779,dart_corp_code,164779.0,SK하이닉스,SK하이닉스,suspended_last_known,2020-10-20,delisted_with_terminal
000670,KOSPI,2010-01-04,2026-05-04,197,DART_00141307,dart_corp_code,141307.0,영풍,영풍,,,still_listed
000680,KOSPI,2010-01-04,2026-05-04,197,DART_00104698,dart_corp_code,104698.0,LS네트웍스,LS네트웍스,,,still_listed
000685,KOSPI,2010-01-04,2014-07-01,55,,,,,,,,disappeared_no_terminal
000687,KOSPI,2010-12-01,2015-11-02,60,,,,,,,,disappeared_no_terminal
000700,KOSPI,2010-01-04,2026-05-04,197,,,,,,,,still_listed
000720,KOSPI,2010-01-04,2026-05-04,197,DART_00164478,dart_corp_code,164478.0,현대건설,현대건설,,,still_listed
000725,KOSPI,2010-01-04,2026-05-04,197,,,,,,,,still_listed
000760,KOSPI,2010-01-04,2026-05-04,197,DART_00145686,dart_corp_code,145686.0,이화산업,이화산업,,,still_listed
0007C0,KOSDAQ,2026-01-02,2026-05-04,5,,,,,,,,still_listed
0007J0,KOSDAQ,2026-05-04,2026-05-04,1,,,,,,,,still_listed
000800,KOSPI,2010-01-04,2015-04-01,64,,,,,,,,disappeared_no_terminal
000810,KOSPI,2010-01-04,2026-05-04,197,DART_00139214,dart_corp_code,139214.0,삼성화재해상보험,삼성화재,,,still_listed
000815,KOSPI,2010-01-04,2026-05-04,197,,,,,,,,still_listed
000830,KOSPI,2010-01-04,2015-09-01,69,,,,,,,,disappeared_no_terminal
000835,KOSPI,2010-01-04,2015-09-01,69,,,,,,,,disappeared_no_terminal
000850,KOSPI,2010-01-04,2026-05-04,197,DART_00166519,dart_corp_code,166519.0,화천기공,화천기공,,,still_listed
000860,KOSPI,2010-01-04,2026-05-04,197,DART_00100939,dart_corp_code,100939.0,강남제비스코,강남제비스코,,,still_listed
000880,KOSPI,2010-01-04,2026-05-04,197,DART_00160588,dart_corp_code,160588.0,한화,한화,delisted,2025-07-07,delisted_with_terminal
000885,KOSPI,2010-01-04,2025-07-01,187,,,,,,,,disappeared_no_terminal
00088K,KOSPI,2016-11-01,2026-05-04,115,,,,,,,,still_listed
000890,KOSPI,2010-01-04,2026-05-04,197,DART_00123541,dart_corp_code,123541.0,보해양조,보해양조,,,still_listed
000895,KOSPI,2010-01-04,2015-07-01,67,,,,,,,,disappeared_no_terminal
0008Z0,KOSDAQ,2025-09-01,2026-05-04,9,,,,,,,,still_listed
000910,KOSPI,2010-01-04,2026-05-04,197,DART_00144252,dart_corp_code,144252.0,유니온,유니온,,,still_listed
000950,KOSPI,2010-01-04,2026-05-04,197,DART_00147222,dart_corp_code,147222.0,전방,전방,,,still_listed
000970,KOSPI,2010-01-04,2026-05-04,197,DART_00159573,dart_corp_code,159573.0,한국주철관공업,한국주철관,active,,still_listed
000990,KOSPI,2010-01-04,2026-05-04,197,DART_00160843,dart_corp_code,160843.0,DB하이텍,DB하이텍,delisted,2023-06-23,delisted_with_terminal
000995,KOSPI,2010-01-04,2023-07-03,163,,,,,,,,disappeared_no_terminal
000997,KOSPI,2010-01-04,2015-07-01,67,,,,,,,,disappeared_no_terminal
0009K0,KOSDAQ,2026-01-02,2026-05-04,5,,,,,,,,still_listed
001000,KOSDAQ,2010-01-04,2026-05-04,197,,,,,,,,still_listed
001020,KOSPI,2010-01-04,2026-05-04,197,DART_00134723,dart_corp_code,134723.0,페이퍼코리아,페이퍼코리아,delisted,2020-11-20,delisted_with_terminal
001040,KOSPI,2010-01-04,2026-05-04,197,DART_00148540,dart_corp_code,148540.0,CJ,CJ,suspended_last_known,2018-12-20,delisted_with_terminal
001045,KOSPI,2010-01-04,2026-05-04,197,,,,,,,,still_listed
001049,KOSPI,2010-01-04,2010-01-04,1,,,,,,,,disappeared_no_terminal
00104K,KOSPI,2019-09-02,2026-05-04,81,KRX_TICKER_00104K,krx_ticker_fallback,,,CJ4우(전환),,,still_listed
001060,KOSPI,2010-01-04,2026-05-04,197,DART_00149947,dart_corp_code,149947.0,JW중외제약,JW중외제약,suspended_last_known,2026-04-30,delisted_with_terminal
001065,KOSPI,2010-01-04,2026-05-04,197,,,,,,,,still_listed
001067,KOSPI,2010-01-04,2026-05-04,197,,,,,,,,still_listed
001070,KOSPI,2010-01-04,2026-05-04,197,DART_00112970,dart_corp_code,112970.0,대한방직,대한방직,,,still_listed
001080,KOSPI,2010-01-04,2026-05-04,197,DART_00120872,dart_corp_code,120872.0,만호제강,만호제강,delisted,2023-10-19,delisted_with_terminal
0010F0,KOSDAQ,2026-05-04,2026-05-04,1,,,,,,,,still_listed
0010V0,KOSDAQ,2025-09-01,2026-05-04,9,,,,,,,,still_listed
001120,KOSPI,2010-01-04,2026-05-04,197,DART_00120076,dart_corp_code,120076.0,LX인터내셔널,LX인터내셔널,,,still_listed
001130,KOSPI,2010-01-04,2026-05-04,197,DART_00113243,dart_corp_code,113243.0,대한제분,대한제분,,,still_listed
001140,KOSPI,2010-01-04,2026-01-02,193,KRX_TICKER_001140,krx_ticker_fallback,,,국보,delisted,2026-01-12,delisted_with_terminal
0011A0,KOSDAQ,2026-04-01,2026-05-04,2,,,,,,,,still_listed
0011T0,KOSDAQ,2026-05-04,2026-05-04,1,,,,,,,,still_listed
001200,KOSPI,2010-01-04,2026-05-04,197,DART_00131054,dart_corp_code,131054.0,유진증권,유진투자증권,,,still_listed
001210,KOSPI,2010-01-04,2026-05-04,197,DART_00106395,dart_corp_code,106395.0,금호전기,금호전기,delisted,2023-08-14,delisted_with_terminal
001230,KOSPI,2010-01-04,2026-05-04,197,DART_00114792,dart_corp_code,114792.0,동국홀딩스,동국홀딩스,suspended_last_known,2026-02-11,delisted_with_terminal
001250,KOSPI,2010-01-04,2026-05-04,197,DART_00138190,dart_corp_code,138190.0,GS글로벌,GS글로벌,,,still_listed
001260,KOSPI,2010-01-04,2026-05-04,197,DART_00107066,dart_corp_code,107066.0,남광토건,남광토건,,,still_listed
001270,KOSPI,2010-01-04,2026-05-04,197,DART_00123772,dart_corp_code,123772.0,부국증권,부국증권,,,still_listed
001275,KOSPI,2010-01-04,2026-05-04,197,,,,,,,,still_listed
001290,KOSPI,2010-01-04,2026-05-04,197,DART_00112059,dart_corp_code,112059.0,상상인증권,상상인증권,,,still_listed
001300,KOSPI,2010-01-04,2014-07-01,55,,,,,,,,disappeared_no_terminal
001310,KOSPI,2010-01-04,2012-05-02,29,,,,,,,,disappeared_no_terminal
001340,KOSPI,2010-01-04,2026-05-04,197,DART_00122472,dart_corp_code,122472.0,PKC,PKC,suspended_last_known,2023-07-17,delisted_with_terminal
001360,KOSPI,2010-01-04,2026-05-04,197,DART_00126414,dart_corp_code,126414.0,삼성제약,삼성제약,suspended_last_known,2021-11-02,delisted_with_terminal
001380,KOSPI,2010-01-04,2026-05-04,197,DART_00152039,dart_corp_code,152039.0,SG글로벌,SG글로벌,suspended_last_known,2020-06-19,delisted_with_terminal
001385,KOSPI,2010-01-04,2013-12-02,48,,,,,,,,disappeared_no_terminal
001390,KOSPI,2010-01-04,2026-05-04,197,DART_00101220,dart_corp_code,101220.0,KG케미칼,KG케미칼,,,still_listed
0013V0,KOSDAQ,2026-01-02,2026-05-04,5,,,,,,,,still_listed
001420,KOSPI,2010-01-04,2026-05-04,197,DART_00154055,dart_corp_code,154055.0,태원물산,태원물산,suspended_last_known,2021-10-29,delisted_with_terminal
001430,KOSPI,2010-01-04,2026-05-04,197,DART_00106669,dart_corp_code,106669.0,세아베스틸지주,세아베스틸지주,active,,still_listed
001440,KOSPI,2010-01-04,2026-05-04,197,DART_00113207,dart_corp_code,113207.0,대한전선,대한전선,suspended_last_known,2021-11-10,delisted_with_terminal
001450,KOSPI,2010-01-04,2026-05-04,197,DART_00164973,dart_corp_code,164973.0,현대해상,현대해상,,,still_listed
001460,KOSPI,2010-01-04,2026-05-04,197,DART_00122579,dart_corp_code,122579.0,BYC,BYC,,,still_listed
001465,KOSPI,2010-01-04,2026-05-04,197,,,,,,,,still_listed
001470,KOSPI,2010-01-04,2026-05-04,197,DART_00125974,dart_corp_code,125974.0,삼부토건,삼부토건,delisted,2026-04-23,delisted_with_terminal
001500,KOSPI,2010-01-04,2026-05-04,197,DART_00137997,dart_corp_code,137997.0,현대차증권,현대차증권,,,still_listed
001510,KOSPI,2010-01-04,2026-05-04,197,DART_00131850,dart_corp_code,131850.0,SK증권,SK증권,,,still_listed
001515,KOSPI,2010-01-04,2026-05-04,197,,,,,,,,still_listed
001520,KOSPI,2010-01-04,2026-05-04,197,DART_00117337,dart_corp_code,117337.0,동양,동양,delisted,2022-06-23,delisted_with_terminal
001525,KOSPI,2010-01-04,2026-05-04,197,,,,,,,,still_listed
001527,KOSPI,2010-01-04,2026-05-04,197,,,,,,,,still_listed
001529,KOSPI,2010-01-04,2022-07-01,151,,,,,,,,disappeared_no_terminal
001530,KOSPI,2010-01-04,2026-05-04,197,DART_00118345,dart_corp_code,118345.0,디아이동일,DI동일,suspended_last_known,2024-11-14,delisted_with_terminal
001540,KOSDAQ,2010-01-04,2026-05-04,197,,,,,,,,still_listed
001550,KOSPI,2010-01-04,2026-05-04,197,DART_00148948,dart_corp_code,148948.0,조비,조비,,,still_listed
001560,KOSPI,2010-01-04,2026-05-04,197,DART_00148461,dart_corp_code,148461.0,제일연마,제일연마,suspended_last_known,2026-03-03,delisted_with_terminal
001570,KOSPI,2010-01-04,2026-05-04,197,DART_00106119,dart_corp_code,106119.0,금양,금양,delisted,2026-04-10,delisted_with_terminal
0015G0,KOSDAQ,2025-12-01,2026-05-04,6,,,,,,,,still_listed
0015N0,KOSDAQ,2025-12-01,2026-05-04,6,,,,,,,,still_listed
0015S0,KOSDAQ,2026-01-02,2026-05-04,5,,,,,,,,still_listed
001600,KOSPI,2010-01-04,2010-04-01,4,,,,,,,,disappeared_no_terminal
001620,KOSPI,2010-01-04,2026-05-04,197,DART_00114765,dart_corp_code,114765.0,케이비아이동국실업,케이비아이동국실업,,,still_listed
001630,KOSPI,2010-01-04,2026-05-04,197,DART_00149354,dart_corp_code,149354.0,종근당홀딩스,종근당홀딩스,active,,still_listed
001680,KOSPI,2010-01-04,2026-05-04,197,DART_00121941,dart_corp_code,121941.0,대상,대상,,,still_listed
001685,KOSPI,2010-01-04,2026-05-04,197,,,,,,,,still_listed
001687,KOSPI,2010-01-04,2011-05-02,17,,,,,,,,disappeared_no_terminal
001689,KOSPI,2010-01-04,2017-04-03,88,,,,,,,,disappeared_no_terminal
001720,KOSPI,2010-01-04,2026-05-04,197,DART_00136721,dart_corp_code,136721.0,신영증권,신영증권,active,,still_listed
001725,KOSPI,2010-01-04,2024-04-01,172,,,,,,,,disappeared_no_terminal
001740,KOSPI,2010-01-04,2026-05-04,197,DART_00131780,dart_corp_code,131780.0,SK네트웍스,SK네트웍스,delisted,2023-06-23,delisted_with_terminal
001745,KOSPI,2010-01-04,2023-07-03,163,,,,,,,,disappeared_no_terminal
001750,KOSPI,2010-01-04,2026-05-04,197,DART_00162416,dart_corp_code,162416.0,한양증권,한양증권,,,still_listed
001755,KOSPI,2010-01-04,2026-05-04,197,,,,,,,,still_listed
001770,KOSPI,2010-01-04,2026-05-04,197,DART_00137809,dart_corp_code,137809.0,SHD,SHD,,,still_listed
001780,KOSPI,2010-01-04,2026-05-04,197,DART_00117027,dart_corp_code,117027.0,알루코,알루코,,,still_listed
001790,KOSPI,2010-01-04,2026-05-04,197,DART_00113234,dart_corp_code,113234.0,대한제당,대한제당,suspended_last_known,2021-03-23,delisted_with_terminal
001795,KOSPI,2010-01-04,2026-05-04,197,,,,,,,,still_listed
001799,KOSPI,2010-05-03,2020-04-01,120,,,,,,,,disappeared_no_terminal
001800,KOSPI,2010-01-04,2026-05-04,197,DART_00117577,dart_corp_code,117577.0,오리온홀딩스,오리온홀딩스,,,still_listed
001810,KOSDAQ,2010-01-04,2026-05-04,197,,,,,,,,still_listed
001820,KOSPI,2010-01-04,2026-05-04,197,DART_00129350,dart_corp_code,129350.0,삼화콘덴서공업,삼화콘덴서,,,still_listed
001840,KOSDAQ,2010-01-04,2026-05-04,197,,,,,,delisted,2025-04-22,delisted_with_terminal
001880,KOSPI,2010-01-04,2024-02-01,170,,,,,,suspended_last_known,2023-10-18,delisted_with_terminal
001940,KOSPI,2010-01-04,2026-05-04,197,,,,,,suspended_last_known,2024-12-13,delisted_with_terminal
002000,KOSPI,2010-01-04,2018-12-03,108,KRX_TICKER_002000,krx_ticker_fallback,,,한국유리,delisted,2018-12-12,delisted_with_terminal
002005,KOSPI,2010-01-04,2018-12-03,108,,,,,,,,disappeared_no_terminal
002020,KOSPI,2010-01-04,2026-05-04,197,DART_00152862,dart_corp_code,152862.0,코오롱,코오롱,active,,still_listed
002025,KOSPI,2010-01-04,2026-05-04,197,,,,,,,,still_listed
002030,KOSPI,2010-01-04,2026-05-04,197,,,,,,,,still_listed
002070,KOSPI,2010-01-04,2026-05-04,197,DART_00107677,dart_corp_code,107677.0,비비안,비비안,suspended_last_known,2026-03-13,delisted_with_terminal
002100,KOSPI,2010-01-04,2026-05-04,197,DART_00101433,dart_corp_code,101433.0,경농,경농,suspended_last_known,2021-04-26,delisted_with_terminal
002140,KOSPI,2010-01-04,2026-05-04,197,DART_00102751,dart_corp_code,102751.0,고려산업,고려산업,,,still_listed
002150,KOSPI,2010-09-01,2026-05-04,189,DART_00114552,dart_corp_code,114552.0,도화엔지니어링,도화엔지니어링,,,still_listed
002170,KOSPI,2010-01-04,2026-05-04,197,,,,,,,,still_listed
002200,KOSPI,2010-01-04,2026-05-04,197,DART_00158112,dart_corp_code,158112.0,한국수출포장공업,한국수출포장,suspended_last_known,2026-04-21,delisted_with_terminal
002210,KOSPI,2010-01-04,2026-05-04,197,DART_00116268,dart_corp_code,116268.0,동성제약,동성제약,active,,still_listed
002220,KOSPI,2010-01-04,2026-05-04,197,DART_00163196,dart_corp_code,163196.0,한일철강,한일철강,,,still_listed
002230,KOSDAQ,2010-01-04,2026-05-04,197,,,,,,,,still_listed
002240,KOSPI,2010-01-04,2026-05-04,197,DART_00103006,dart_corp_code,103006.0,고려제강,고려제강,suspended_last_known,2020-12-10,delisted_with_terminal
002250,KOSPI,2010-01-04,2019-05-02,113,,,,,,delisted,2019-03-29,delisted_with_terminal
002270,KOSPI,2010-01-04,2022-07-01,151,KRX_TICKER_002270,krx_ticker_fallback,,,롯데푸드,suspended_last_known,2022-03-23,delisted_with_terminal
002290,KOSDAQ,2010-01-04,2026-05-04,197,,,,,,,,still_listed
002300,KOSPI,2010-01-04,2020-07-01,127,KRX_TICKER_002300,krx_ticker_fallback,,,한국제지,suspended_last_known,2020-04-01,delisted_with_terminal
002310,KOSPI,2010-01-04,2026-05-04,197,DART_00138729,dart_corp_code,138729.0,아세아제지,아세아제지,active,,still_listed
002320,KOSPI,2010-01-04,2026-05-04,197,DART_00163512,dart_corp_code,163512.0,한진,한진,,,still_listed
002350,KOSPI,2010-01-04,2026-05-04,197,DART_00173874,dart_corp_code,173874.0,넥센타이어,넥센타이어,active,,still_listed
002355,KOSPI,2010-01-04,2026-05-04,197,,,,,,,,still_listed
002360,KOSPI,2010-01-04,2026-05-04,197,DART_00136457,dart_corp_code,136457.0,SH에너지화학,SH에너지화학,active,,still_listed
002365,KOSPI,2010-01-04,2014-07-01,55,,,,,,,,disappeared_no_terminal
002380,KOSPI,2010-01-04,2026-05-04,197,DART_00105271,dart_corp_code,105271.0,케이씨씨,KCC,suspended_last_known,2019-07-11,delisted_with_terminal
002390,KOSPI,2010-01-04,2026-05-04,197,DART_00161046,dart_corp_code,161046.0,한독,한독,,,still_listed
002410,KOSPI,2010-01-04,2026-05-04,197,DART_00122694,dart_corp_code,122694.0,범양건영,범양건영,delisted,2026-04-21,delisted_with_terminal
002420,KOSPI,2010-01-04,2026-05-04,197,DART_00133618,dart_corp_code,133618.0,세기상사,세기상사,suspended_last_known,2024-12-16,delisted_with_terminal
002450,KOSPI,2010-01-04,2026-05-04,197,DART_00127857,dart_corp_code,127857.0,삼익악기,삼익악기,suspended_last_known,2018-04-25,delisted_with_terminal
002460,KOSPI,2010-01-04,2026-05-04,197,DART_00174527,dart_corp_code,174527.0,HS화성,HS화성,suspended_last_known,2022-06-28,delisted_with_terminal
002530,KOSPI,2010-01-04,2014-04-01,52,,,,,,,,disappeared_no_terminal
002535,KOSPI,2010-01-04,2014-04-01,52,,,,,,,,disappeared_no_terminal
002540,KOSPI,2010-01-04,2010-04-01,4,,,,,,,,disappeared_no_terminal
002550,KOSPI,2010-01-04,2017-07-03,91,,,,,,,,disappeared_no_terminal
002600,KOSPI,2010-01-04,2026-05-04,197,,,,,,,,still_listed
002620,KOSPI,2010-01-04,2026-05-04,197,DART_00148443,dart_corp_code,148443.0,제일파마홀딩스,제일파마홀딩스,,,still_listed
002630,KOSPI,2010-01-04,2026-05-04,197,DART_00141626,dart_corp_code,141626.0,오리엔트바이오,오리엔트바이오,delisted,2021-03-25,delisted_with_terminal
002670,KOSDAQ,2010-01-04,2012-04-02,28,,,,,,,,disappeared_no_terminal
002680,KOSDAQ,2010-01-04,2026-05-04,197,,,,,,active,,still_listed
002690,KOSPI,2015-10-01,2026-05-04,128,DART_00118451,dart_corp_code,118451.0,동일제강,동일제강,,,still_listed
002700,KOSPI,2010-01-04,2026-05-04,197,DART_00173698,dart_corp_code,173698.0,신일전자,신일전자,,,still_listed
002710,KOSPI,2010-01-04,2026-05-04,197,DART_00117300,dart_corp_code,117300.0,TCC스틸,TCC스틸,active,,still_listed
002720,KOSPI,2010-01-04,2026-05-04,197,DART_00104722,dart_corp_code,104722.0,국제약품,국제약품,,,still_listed
002760,KOSPI,2010-01-04,2026-05-04,197,DART_00123107,dart_corp_code,123107.0,보락,보락,,,still_listed
002780,KOSPI,2010-01-04,2026-05-04,197,DART_00150828,dart_corp_code,150828.0,진흥기업,진흥기업,active,,still_listed
002785,KOSPI,2010-01-04,2026-05-04,197,,,,,,,,still_listed
002787,KOSPI,2010-01-04,2026-05-04,197,,,,,,,,still_listed
002790,KOSPI,2010-01-04,2026-05-04,197,DART_00154462,dart_corp_code,154462.0,아모레퍼시픽홀딩스,아모레퍼시픽홀딩스,,,still_listed
002795,KOSPI,2010-01-04,2026-05-04,197,,,,,,,,still_listed
002797,KOSPI,2010-01-04,2014-08-01,56,,,,,,,,disappeared_no_terminal
00279K,KOSPI,2020-01-02,2026-05-04,77,KRX_TICKER_00279K,krx_ticker_fallback,,,아모레퍼시픽홀딩스3우C,,,still_listed
002800,KOSDAQ,2017-03-02,2026-05-04,111,,,,,,suspended_last_known,2024-04-15,delisted_with_terminal
002810,KOSPI,2010-01-04,2026-05-04,197,,,,,,,,still_listed
002820,KOSPI,2010-01-04,2026-05-04,197,DART_00132211,dart_corp_code,132211.0,SUN&L,SUN&L,active,,still_listed
002840,KOSPI,2010-01-04,2026-05-04,197,,,,,,suspended_last_known,2019-05-13,delisted_with_terminal
002870,KOSPI,2010-01-04,2026-05-04,197,DART_00137368,dart_corp_code,137368.0,신풍,신풍,suspended_last_known,2020-09-09,delisted_with_terminal
002880,KOSPI,2010-01-04,2026-05-04,197,DART_00149804,dart_corp_code,149804.0,디와이에이,디와이에이,suspended_last_known,2023-09-13,delisted_with_terminal
002900,KOSPI,2010-01-04,2026-05-04,197,DART_00117230,dart_corp_code,117230.0,TYM,TYM,suspended_last_known,2023-03-30,delisted_with_terminal
002920,KOSPI,2010-01-04,2026-05-04,197,DART_00174004,dart_corp_code,174004.0,유성기업,유성기업,active,,still_listed
002960,KOSPI,2010-01-04,2026-05-04,197,,,,,,,,still_listed
002990,KOSPI,2010-01-04,2026-05-04,197,DART_00106313,dart_corp_code,106313.0,금호건설,금호건설,suspended_last_known,2021-05-26,delisted_with_terminal
002995,KOSPI,2010-01-04,2026-05-04,197,,,,,,,,still_listed
003000,KOSPI,2010-01-04,2026-05-04,197,DART_00123718,dart_corp_code,123718.0,부광약품,부광약품,suspended_last_known,2020-12-07,delisted_with_terminal
003010,KOSPI,2010-01-04,2026-05-04,197,DART_00165343,dart_corp_code,165343.0,혜인,혜인,,,still_listed
003030,KOSPI,2010-01-04,2026-05-04,197,DART_00124197,dart_corp_code,124197.0,세아제강지주,세아제강지주,suspended_last_known,2018-04-09,delisted_with_terminal
003060,KOSPI,2010-01-04,2026-05-04,197,DART_00101044,dart_corp_code,101044.0,에이프로젠바이오로직스,에이프로젠바이오로직스,delisted,2022-05-20,delisted_with_terminal
003070,KOSPI,2010-01-04,2026-05-04,197,DART_00152880,dart_corp_code,152880.0,코오롱글로벌,코오롱글로벌,suspended_last_known,2025-07-01,delisted_with_terminal
003075,KOSPI,2010-01-04,2026-05-04,197,,,,,,,,still_listed
003080,KOSPI,2010-01-04,2026-05-04,197,DART_00132725,dart_corp_code,132725.0,SB성보,SB성보,,,still_listed
003090,KOSPI,2010-01-04,2026-05-04,197,DART_00111810,dart_corp_code,111810.0,대웅,대웅,active,,still_listed
0030R0,KOSPI,2025-08-01,2026-05-04,10,,,,,,,,still_listed
003100,KOSDAQ,2010-01-04,2026-05-04,197,,,,,,,,still_listed
003120,KOSPI,2010-01-04,2026-05-04,197,DART_00146214,dart_corp_code,146214.0,일성아이에스,일성아이에스,active,,still_listed
