scheme,IS_Sharpe,OOS_Sharpe,IS_net,OOS_net,IS_annualized,OOS_annualized,OOS_ratio_to_IS_Sharpe,verdict
A,0.5769052553774894,0.7142516729809981,0.5579178606027084,1.2054141136595695,0.09516675227932114,0.1647363622057103,1.2380744781283681,STRONG
B,0.20195504634595232,0.877608028418855,0.08161127846872307,2.321141335837856,0.02035720787823081,0.21472710689140206,4.345561273648483,STRONG
C,0.3402423163997201,1.0548842850640001,0.4043431750564124,1.523011244016014,0.05964724284808809,0.24635231912077038,3.1003912042049215,STRONG
