subperiod,start,end,trades,net,cost0,Sharpe,annualized,MaxDD,pos_years
full,2010-01-04,2026-05-04,110,2.5457702903350135,2.8099324519098956,0.5333654677635088,0.08816790559736765,-0.3392346174957135,7
scheme_a_is,2015-01-01,2020-12-31,45,0.5579178606027084,0.6042577488956145,0.5769052553774894,0.09516675227932114,-0.3392346174957135,3
scheme_a_oos,2021-01-01,2026-05-04,65,1.2054141136595695,1.2998484328721855,0.7142516729809981,0.1647363622057103,-0.33368186647060516,4
scheme_b_is,2015-01-01,2019-12-31,25,0.08161127846872307,0.09928389989600417,0.20195504634595232,0.02035720787823081,-0.19055450218814896,2
scheme_b_oos,2020-01-01,2026-05-04,85,2.321141335837856,2.5089586701558484,0.877608028418855,0.21472710689140206,-0.3392346174957136,5
scheme_c_is,2015-01-01,2021-12-31,65,0.4043431750564124,0.46520062175207944,0.3402423163997201,0.05964724284808809,-0.3392346174957135,3
scheme_c_oos,2022-01-01,2026-05-04,45,1.523011244016014,1.596658325967315,1.0548842850640001,0.24635231912077038,-0.2297226561855834,4
