carrier,baseline_cumulative_net_total_return,stress_cumulative_net_total_return,baseline_sharpe,stress_sharpe,baseline_max_drawdown,stress_max_drawdown,return_delta_pp,mdd_improvement_pp,exposure_scalar_lt_1_count,exposure_scalar_lt_1_share,stress_score_max,mdd_period_min_exposure_scalar,mdd_period_mean_exposure_scalar,mdd_period_scalar_lt_1_share,mdd_peak_active_exposure_scalar,mdd_trough_active_exposure_scalar,mdd_peak_date,mdd_trough_date
D013,2.5457702903350135,1.9924878279462157,0.5333654677635088,0.4740775177018326,-0.3392346174957135,-0.34423078137831375,-0.5532824623887977,-0.0049961638826002686,7,0.11475409836065574,2.3026463486004,0.5,0.875,0.25,1.0,1.0,2021-01-11,2022-01-27
E014,3.621084739339225,3.1383708138260955,0.6311872415922518,0.6178868700745308,-0.35641869371448887,-0.3191935055745041,-0.48271392551312964,0.037225188139984766,7,0.11475409836065574,2.3026463486004,0.5,0.8333333333333334,0.3333333333333333,1.0,1.0,2021-05-28,2022-01-27
