carrier,rank_ic_pooled,rank_ic_mean,rank_ic_t_stat,rank_ic_n_quarters,spread,spread_t_stat,positive_spread_ratio
F002-A D013 direct,0.1477536205450212,0.1609407673519818,5.266185871047337,22.0,0.1966572191935779,4.136562155646367,0.9090909090909092
F002-B E014,0.0898173718444489,0.1164790984065188,2.335549649214219,22.0,0.0775197016703825,1.4743887265047504,0.6363636363636364
