name,asset_type,currency,start_date,end_date,trading_days,total_return,cagr,sharpe,max_drawdown,calmar,daily_volatility,annualized_volatility
SPY,ETF_BUYHOLD,USD,1993-01-29,2026-05-18,8382,29.553818705202165,0.10815264312297534,0.6462690023890306,-0.5518945430726728,0.1959661396918975,0.011706738282329118,0.1858387089525738
SPY,ETF_BUYHOLD_2010_2026,USD,2010-01-04,2026-05-18,4118,7.710865952406209,0.14139728515094885,0.8591015150208102,-0.3371726482138069,0.4193616709422006,0.010794387958727551,0.1713555965636595
QQQ,ETF_BUYHOLD,USD,1999-03-10,2026-05-18,6840,15.387488270120397,0.10832792654014978,0.5169462325621461,-0.8296391886597256,0.13057233556572048,0.016971443737560238,0.26941331711585365
QQQ,ETF_BUYHOLD_2010_2026,USD,2010-01-04,2026-05-18,4118,16.51963650028418,0.19118214925693477,0.9543624906168193,-0.3511870963803574,0.5443883081907789,0.01297121261862132,0.20591161675088954
IWM,ETF_BUYHOLD,USD,2010-01-04,2026-05-18,4118,4.401413827539003,0.1085505317394424,0.5756795247803245,-0.41133271080370637,0.2638995851493178,0.014015716996423812,0.22249260971279142
IWM,ETF_BUYHOLD_2010_2026,USD,2010-01-04,2026-05-18,4118,4.401413827539003,0.1085505317394424,0.5756795247803245,-0.41133271080370637,0.2638995851493178,0.014015716996423812,0.22249260971279142
IEF,ETF_BUYHOLD,USD,2002-07-30,2026-05-18,5989,1.297084221952789,0.03556034972372912,0.547853557181964,-0.23924744561886546,0.1486341876367564,0.004290461198365879,0.06810896004388968
IEF,ETF_BUYHOLD_2010_2026,USD,2010-01-04,2026-05-18,4118,0.5186297190826938,0.0258563113892345,0.4205049692233203,-0.23924744561886546,0.1080735107635174,0.004156307370107598,0.06597933404189758
TLT,ETF_BUYHOLD,USD,2002-07-30,2026-05-18,5989,1.3140733275335585,0.03588101778490205,0.3181525766247814,-0.4835114516291804,0.07420924088561255,0.009018875973383246,0.14317021758544596
TLT,ETF_BUYHOLD_2010_2026,USD,2010-01-04,2026-05-18,4118,0.4940463913306814,0.02483388464706482,0.23880697919035476,-0.4835114516291804,0.05136152321395415,0.009445143390554267,0.14993700305251204
SHY,ETF_BUYHOLD,USD,2010-01-04,2026-05-18,4118,0.24754176595485955,0.013605300721040603,1.018471829615046,-0.057071020920557824,0.23839245385112381,0.0008426984591681144,0.013377423319056895
SHY,ETF_BUYHOLD_2010_2026,USD,2010-01-04,2026-05-18,4118,0.24754176595485955,0.013605300721040603,1.018471829615046,-0.057071020920557824,0.23839245385112381,0.0008426984591681144,0.013377423319056895
GLD,ETF_BUYHOLD,USD,2004-11-18,2026-05-18,5407,8.428345709896837,0.11002664938733853,0.668019029829713,-0.45555012734257017,0.2415247911995409,0.011414785802694652,0.18120410701800513
GLD,ETF_BUYHOLD_2010_2026,USD,2010-01-04,2026-05-18,4118,2.8108377144446957,0.08517501505179093,0.5780468702585921,-0.45555012734257017,0.18697177311453142,0.010419840058853892,0.16540983298077616
UUP,ETF_BUYHOLD,USD,2010-01-04,2026-05-18,4118,0.4468034493960056,0.02282389880623059,0.344113122404424,-0.18970202757021692,0.12031446947915451,0.0046327498463798284,0.07354262387936228
UUP,ETF_BUYHOLD_2010_2026,USD,2010-01-04,2026-05-18,4118,0.4468034493960056,0.02282389880623059,0.344113122404424,-0.18970202757021692,0.12031446947915451,0.0046327498463798284,0.07354262387936228
DBC,ETF_BUYHOLD,USD,2010-01-04,2026-05-18,4118,0.47196336405486705,0.023901888121381498,0.22356889301235827,-0.6614420379529353,0.03613602817769836,0.010903130950635498,0.17308183804411673
DBC,ETF_BUYHOLD_2010_2026,USD,2010-01-04,2026-05-18,4118,0.47196336405486705,0.023901888121381498,0.22356889301235827,-0.6614420379529353,0.03613602817769836,0.010903130950635498,0.17308183804411673
VWO,ETF_BUYHOLD,USD,2005-03-10,2026-05-18,5331,3.0812809586664036,0.06862951153386887,0.3847159566163774,-0.6768327025718446,0.10139804308079214,0.016480527425139318,0.2616202622525898
VWO,ETF_BUYHOLD_2010_2026,USD,2010-01-04,2026-05-18,4118,1.1458851528267227,0.04775763420040868,0.3308086561998588,-0.3639236309209788,0.1312298244539625,0.012916694357090218,0.20504616617935226
EWY,ETF_BUYHOLD,USD,2000-05-12,2026-05-18,6542,11.464401669469208,0.10183564177694948,0.45980279014524766,-0.7414300377737393,0.1373503049360221,0.020678436662311218,0.32826000546045603
EWY,ETF_BUYHOLD_2010_2026,USD,2010-01-04,2026-05-18,4118,3.6563446881821076,0.09854261478408155,0.4936935853221831,-0.49734179554390445,0.19813861546929326,0.01629666560107956,0.2587015462802248
EWJ,ETF_BUYHOLD,USD,1996-03-18,2026-05-18,7591,1.351602369270172,0.028752311769557837,0.23830138987784968,-0.5889390872831801,0.04882051877757748,0.014244393606481408,0.22612273835800956
EWJ,ETF_BUYHOLD_2010_2026,USD,2010-01-04,2026-05-18,4118,2.050899718579933,0.07052811290712269,0.47079203325122515,-0.3314405606660935,0.21279264301684406,0.011287972394494307,0.17919100657196532
EWZ,ETF_BUYHOLD,USD,2000-07-14,2026-05-18,6499,4.119164088460413,0.06522916974906368,0.35740258026745697,-0.7724913325547921,0.08444000210764441,0.02354691607819537,0.3737957045124798
EWZ,ETF_BUYHOLD_2010_2026,USD,2010-01-04,2026-05-18,4118,-0.04427163598222139,-0.0027628347549408794,0.1573391926112629,-0.7486209182126383,-0.003690565796020308,0.02067979586332456,0.3282815821076343
MCHI,ETF_BUYHOLD,USD,2011-03-31,2026-05-18,3805,0.4717897197914216,0.025869298803943064,0.2286349341764724,-0.6283626030435596,0.04116938003414207,0.01673808611170595,0.2657088796485482
MCHI,ETF_BUYHOLD_2010_2026,USD,2011-03-31,2026-05-18,3805,0.4717897197914216,0.025869298803943064,0.2286349341764724,-0.6283626030435596,0.04116938003414207,0.01673808611170595,0.2657088796485482
