carrier,rank_ic_pooled,rank_ic_mean,rank_ic_t_stat,rank_ic_n_quarters,spread,spread_t_stat,positive_spread_ratio
F008-A D013 direct,0.0910520617730208,0.1170005019109652,3.6583834367955816,22.0,0.1720260956782584,2.517892409618447,0.8636363636363636
F008-B E014,0.0868525749883895,0.1122357732840071,2.5560188492040794,22.0,0.1393908170208156,3.752561673133073,0.9090909090909092
