sample_id,bucket,category,period,rcept_no,rcept_dt,stock_code,corp_code,corp_name,corp_cls,report_nm,is_correction,body_format,n_findings,labels_present,classification,effective_date_value,effective_date_label,effective_date_field_type,rcept_relation,reviewer_confidence,low_confidence_reason
MAN_0097,delisting_pre,delisting,pre_2018,20111219900422,20111219,099660,00599887,신텍,E,기타시장안내(상장폐지 관련 이의신청서 접수 ),False,html_inline,0,,no_date_found,,,,unknown,low,body_no_evidence
MAN_0098,delisting_pre,delisting,pre_2018,20100413900181,20100413,066930,00317089,한국애보트진단,E,상장폐지결정,False,html_inline,1,정리매매기간,ambiguous_date,,,,unknown,medium,title_only_or_label_no_value
MAN_0099,delisting_pre,delisting,pre_2018,20111107900440,20111107,061140,00298252,엘앤피아너스,E,기타시장안내(상장폐지실질심사 대상 결정),False,html_inline,0,,no_date_found,,,,unknown,low,body_no_evidence
MAN_0100,delisting_pre,delisting,pre_2018,20120518900107,20120518,900150,00830377,성융광전투자유한공사,E,기타시장안내(상장폐지 관련 이의신청서 접수),False,html_inline,0,,no_date_found,,,,unknown,low,body_no_evidence
MAN_0101,delisting_post,delisting,post_2018,20200330604384,2020-03-30,220110,1066030,드림티엔터테인먼트,E,기타시장안내(개선기간 종료에 따른 상장폐지 여부 결정 안내),False,html_inline,0,,no_date_found,,,,unknown,low,body_no_evidence
MAN_0102,delisting_post,delisting,post_2018,20191106900467,2019-11-06,008800,164362,행남사,E,기타시장안내(상장폐지 관련 이의신청서 접수   ),False,html_inline,0,,no_date_found,,,,unknown,low,body_no_evidence
MAN_0103,delisting_post,delisting,post_2018,20210907900503,2021-09-07,263540,971090,어스앤에어로스페이스,E,기타시장안내(상장폐지관련 이의신청서 접수 및 개선기간 부여),False,html_inline,1,매매거래정지,ambiguous_date,,,,unknown,medium,title_only_or_label_no_value
MAN_0104,delisting_post,delisting,post_2018,20220816903026,2022-08-16,064510,127699,유네코,E,기타시장안내(상장폐지 관련 안내),False,html_inline,0,,no_date_found,,,,unknown,low,body_no_evidence
MAN_0105,delisting_post,delisting,post_2018,20210408900772,2021-04-08,182690,411905,테라셈,E,기타시장안내(상장폐지관련 이의신청서 접수 및 개선기간 부여),False,html_inline,1,매매거래정지,ambiguous_date,,,,unknown,medium,title_only_or_label_no_value
MAN_0106,delisting_post,delisting,post_2018,20200323902006,2020-03-23,114570,673976,지스마트글로벌,E,기타시장안내(상장폐지 관련 안내),False,html_inline,0,,no_date_found,,,,unknown,low,body_no_evidence
MAN_0107,delisting_post,delisting,post_2018,20190614900448,2019-06-14,225650,1102095,쿠첸,E,상장폐지결정,False,html_inline,0,,no_date_found,,,,unknown,low,body_no_evidence
MAN_0108,delisting_post,delisting,post_2018,20200724900700,2020-07-24,050320,245898,에스에이치엔엘,E,기타경영사항(자율공시)(상장폐지 절차 정지 가처분신청),False,html_inline,0,,no_date_found,,,,unknown,low,body_no_evidence
MAN_0109,delisting_post,delisting,post_2018,20231213900857,2023-12-13,022100,155212,포스코DX,Y,상장폐지결정,False,html_inline,0,,no_date_found,,,,unknown,low,body_no_evidence
MAN_0110,delisting_post,delisting,post_2018,20200409901099,2020-04-09,106080,542898,케이이엠텍,K,기타시장안내(개선기간 종료에 따른 상장폐지 여부 결정 안내),False,html_inline,0,,no_date_found,,,,unknown,low,body_no_evidence
MAN_0111,delisting_post,delisting,post_2018,20190904900379,2019-09-04,017680,112819,데코앤에프,E,기타시장안내(상장폐지 관련 이의신청서 접수),False,html_inline,0,,no_date_found,,,,unknown,low,body_no_evidence
MAN_0112,delisting_post,delisting,post_2018,20250829900962,2025-08-29,060240,373571,스타코링크,K,기타시장안내              (코스닥시장위원회 개최 결과 및 상장폐지 결정),False,html_inline,0,,no_date_found,,,,unknown,low,body_no_evidence
MAN_0113,delisting_post,delisting,post_2018,20200131900610,2020-01-31,054340,302120,피앤텔,E,내부결산시점관리종목지정ㆍ형식적상장폐지ㆍ상장적격성실질심사사유발생,False,html_inline,0,,no_date_found,,,,unknown,low,body_no_evidence
MAN_0114,delisting_post,delisting,post_2018,20220722900465,2022-07-22,046110,277736,한일네트웍스,E,상장폐지결정,False,html_inline,1,정리매매기간,ambiguous_date,,,,unknown,medium,title_only_or_label_no_value
MAN_0115,delisting_post,delisting,post_2018,20220602800214,2022-06-02,016380,115676,KG스틸,Y,투자유의안내(KG스틸1우선주 상장폐지 우려),False,html_inline,0,,no_date_found,,,,unknown,low,body_no_evidence
MAN_0116,delisting_post,delisting,post_2018,20190520600613,2019-05-20,253840,1063954,수젠텍,K,상장폐지결정(코스닥시장 이전상장),False,html_inline,0,,no_date_found,,,,unknown,low,body_no_evidence
MAN_0117,delisting_post,delisting,post_2018,20190404900832,2019-04-04,123260,671437,파인넥스,E,기타시장안내(상장폐지 관련 이의신청서 접수),False,html_inline,0,,no_date_found,,,,unknown,low,body_no_evidence
MAN_0118,delisting_post,delisting,post_2018,20230228901487,2023-02-28,038340,215976,무궁화인포메이션테크놀로지,E,내부결산시점관리종목지정ㆍ형식적상장폐지ㆍ상장적격성실질심사사유발생,False,html_inline,0,,no_date_found,,,,unknown,low,body_no_evidence
MAN_0119,delisting_post,delisting,post_2018,20250917900495,2025-09-17,448740,1700921,삼성기업인수목적8호,E,기타시장안내              (주권 상장폐지 우려 예고),False,html_inline,1,지정일,explicit_effective_date,2025-08-25,지정일,explicit_designation_date,unknown,high,
MAN_0120,delisting_post,delisting,post_2018,20210215900986,2021-02-15,049180,310156,셀루메드,K,기타시장안내(개선기간 종료에 따른 상장폐지여부 결정 안내),False,html_inline,0,,no_date_found,,,,unknown,low,body_no_evidence
MAN_0121,liquidation_all,liquidation,post_2018,20250210900015,2025-02-10,078940,501970,퀀타피아,E,기타경영사항(자율공시)              (주권 정리매매에 대한 강제집행정지 신청),False,html_inline,1,매매거래정지,ambiguous_date,2025-02-06,매매거래정지,suspension_marker,unknown,medium,title_only_or_label_no_value
MAN_0122,liquidation_all,liquidation,pre_2018,20110420900511,20110420,040180,00269773,대양글로벌,E,기타시장안내(정리매매 보류 관련),False,html_inline,0,,no_date_found,,,,unknown,low,body_no_evidence
MAN_0123,liquidation_all,liquidation,pre_2018,20110420900513,20110420,026540,00114826,제일창업투자,E,기타시장안내(정리매매 보류 관련),False,html_inline,0,,no_date_found,,,,unknown,low,body_no_evidence
MAN_0124,managed_bucket,managed,post_2018,20260227900707,2026-02-27,457630,1738483,대신밸런스제16호기업인수목적,E,[기재정정]기타시장안내(관리종목지정우려종목)              ,True,html_inline,3,지정일,explicit_effective_date,2026-03-02,지정일,explicit_designation_date,unknown,high,
MAN_0125,managed_bucket,managed,pre_2018,20120312900512,20120312,037240,00260693,평안물산,E,기타시장안내(제재금 미납에 따른 가중벌점 부과 및 관리종목 지정사유 추가),False,html_inline,0,,no_date_found,,,,unknown,low,body_no_evidence
MAN_0126,managed_bucket,managed,post_2018,20260211901847,2026-02-11,214610,1049167,롤링스톤,K,기타시장안내(관리종목지정우려종목)              ,False,html_inline,0,,no_date_found,,,,unknown,low,body_no_evidence
MAN_0127,managed_bucket,managed,post_2018,20190808900573,2019-08-08,257730,1179839,신한제3호기업인수목적,E,기타시장안내(관리종목 지정우려 예고),False,html_inline,2,지정일,explicit_effective_date,2019-08-19,지정일,explicit_designation_date,unknown,high,
MAN_0128,managed_bucket,managed,pre_2018,20130802800400,20130802,013000,00134176,세우글로벌,Y,투자유의안내(우선주 관리종목 지정 우려),False,html_inline,0,,no_date_found,,,,unknown,low,body_no_evidence
MAN_0129,managed_bucket,managed,pre_2018,20150211800734,20150211,005960,00115612,동부건설,Y,[기재정정]투자유의안내(관리종목지정 사유 추가 우려 예고),True,unparseable,0,,body_unavailable,,,,unknown,low,zip_unparseable
MAN_0130,managed_bucket,managed,pre_2018,20120315901344,20120315,042820,00264741,어울림네트웍스,E,기타시장안내(관리종목지정우려종목),False,html_inline,2,매매거래정지,ambiguous_date,2012-03-08,매매거래정지,suspension_marker,before_rcept_dt,medium,title_only_or_label_no_value
MAN_0131,managed_bucket,managed,post_2018,20250320902108,2025-03-20,435380,1670675,유안타제10호기업인수목적,E,기타시장안내(관리종목지정우려종목)              ,False,html_inline,2,지정일,explicit_effective_date,2025-03-28,지정일,explicit_designation_date,unknown,high,
MAN_0132,managed_bucket,managed,post_2018,20260331904847,2026-03-31,217620,1068658,선샤인푸드,E,기타시장안내              (관리종목 지정사유 추가 관련 시장조치사항 안내),False,html_inline,0,,no_date_found,,,,unknown,low,body_no_evidence
MAN_0133,managed_bucket,managed,pre_2018,20131129801113,20131129,006370,00108977,대구백화점,Y,투자유의안내(1우선주 관리종목 지정 우려),False,html_inline,0,,no_date_found,,,,unknown,low,body_no_evidence
MAN_0134,managed_bucket,managed,post_2018,20190701900447,2019-07-01,050320,245898,에스에이치엔엘,E,기타시장안내(2017사업연도 감사보고서 재발행에 따른 관리종목 지정사유 추가 및 상장적격성 실질심사 관련 안내),False,html_inline,0,,no_date_found,,,,unknown,low,body_no_evidence
MAN_0135,managed_bucket,managed,pre_2018,20110311901098,20110311,019430,00267809,위더스기술금융,E,기타시장안내(관리종목지정우려종목),False,html_inline,1,매매거래정지,ambiguous_date,,,,unknown,medium,title_only_or_label_no_value
MAN_0136,managed_bucket,managed,pre_2018,20150227801247,20150227,001440,00113207,대한전선,Y,투자유의안내(관리종목지정 우려 예고),False,html_inline,0,,no_date_found,,,,unknown,low,body_no_evidence
MAN_0137,managed_bucket,managed,post_2018,20260206902836,2026-02-06,219550,1089378,디와이디,K,기타시장안내(관리종목지정우려종목)              ,False,html_inline,0,,no_date_found,,,,unknown,low,body_no_evidence
MAN_0138,managed_bucket,managed,pre_2018,20131223800494,20131223,004960,00162063,한신공영,Y,투자유의안내(우선주 관리종목 지정 우려),False,html_inline,0,,no_date_found,,,,unknown,low,body_no_evidence
MAN_0139,managed_bucket,managed,pre_2018,20120202900338,20120202,045470,00264811,에이프로테크놀로지,E,기타경영사항(자율공시)(관리종목지정결정 효력정지 가처분 신청),False,html_inline,0,,no_date_found,,,,unknown,low,body_no_evidence
MAN_0140,managed_bucket,managed,post_2018,20260325901482,2026-03-25,050090,369569,비케이홀딩스,K,기타시장안내(관리종목지정우려종목)              (시가총액 150억원 미달),False,html_inline,0,,no_date_found,,,,unknown,low,body_no_evidence
MAN_0141,managed_bucket,managed,post_2018,20250221900999,2025-02-21,101390,609634,아이엠,K,기타시장안내(관리종목지정우려종목)              ,False,html_inline,0,,no_date_found,,,,unknown,low,body_no_evidence
MAN_0142,managed_bucket,managed,post_2018,20190215900345,2019-02-15,065940,155382,바이오빌,E,소속부변경(소속부제외 관리종목 지정),False,html_inline,1,변경일,explicit_effective_date,2019-02-18,변경일,explicit_change_date,unknown,high,
MAN_0143,managed_bucket,managed,pre_2018,20160623800533,20160623,000320,00113508,노루홀딩스,Y,투자유의안내(1우선주 관리종목지정 우려 예고),False,html_inline,0,,no_date_found,,,,unknown,low,body_no_evidence
MAN_0144,managed_bucket,investment_alert,pre_2018,20170926900550,20170926,026180,00200956,현대정보기술,E,투자판단관련주요경영사항(최대주주의 물적분할에 따른 최대주주 변경 예정),False,html_inline,0,,no_date_found,,,,unknown,low,body_no_evidence
MAN_0145,managed_bucket,managed,pre_2018,20171103900739,20171103,215580,01064315,대우기업인수목적3호,E,기타시장안내(관리종목 지정우려 예고),False,html_inline,2,지정일,explicit_effective_date,2017-11-13,지정일,explicit_designation_date,after_rcept_dt,high,
MAN_0146,managed_bucket,managed,post_2018,20220215900966,2022-02-15,329560,1390876,상상인이안제2호기업인수목적,E,기타시장안내(관리종목지정우려종목),False,html_inline,2,지정일,explicit_effective_date,2022-02-23,지정일,explicit_designation_date,unknown,high,
MAN_0147,managed_bucket,managed,post_2018,20260311902665,2026-03-11,052770,346911,아이톡시,K,기타시장안내              (관리종목 지정사유 추가 우려)(시가총액 150억원 미달),False,html_inline,0,,no_date_found,,,,unknown,low,body_no_evidence
MAN_0148,managed_bucket,managed,pre_2018,20110504900490,20110504,087220,00454265,스틸플라워,E,소속부변경(관리종목 지정),False,html_inline,1,변경일,explicit_effective_date,2011-05-05,변경일,explicit_change_date,after_rcept_dt,high,
MAN_0149,managed_bucket,managed,pre_2018,20131223800611,20131223,003960,00109718,사조대림,Y,투자유의안내(1우선주 관리종목지정 우려),False,html_inline,0,,no_date_found,,,,unknown,low,body_no_evidence
MAN_0150,managed_bucket,managed,post_2018,20250516900366,2025-05-16,442130,1678835,유진기업인수목적9호,E,기타시장안내(관리종목지정우려종목)              ,False,html_inline,2,지정일,explicit_effective_date,2025-05-26,지정일,explicit_designation_date,unknown,high,
MAN_0151,managed_bucket,managed,post_2018,20240213900597,2024-02-13,023790,172945,동일스틸럭스,K,기타시장안내              (관리종목 지정우려종목),False,html_inline,0,,no_date_found,,,,unknown,low,body_no_evidence
MAN_0152,managed_bucket,short_term_overheated,pre_2018,20130411900373,20130411,043200,00266934,파루,K,기타시장안내(단기과열완화장치발동예고),False,html_inline,2,매매거래정지,ambiguous_date,,,,unknown,medium,title_only_or_label_no_value
MAN_0153,managed_bucket,managed,post_2018,20231220900735,2023-12-20,033200,241209,모아텍,K,기타시장안내(관리종목 지정우려(거래량 미달)),False,html_inline,0,,no_date_found,,,,unknown,low,body_no_evidence
MAN_0154,correction_flagged,delisting,post_2018,20180322900667,2018-03-22,101680,257732,한국정밀기계,K,[기재정정]내부결산시점관리종목지정ㆍ형식적상장폐지ㆍ상장적격성실질심사사유발생,True,unparseable,0,,body_unavailable,,,,unknown,low,zip_unparseable
MAN_0155,correction_flagged,suspension_related,post_2018,20220329900679,2022-03-29,253840,1063954,수젠텍,K,[기재정정]주권매매거래정지(단일판매공급계약),True,html_inline,4,매매거래정지|정지기간|정지일,explicit_suspension_period,2022-03-29,정지기간,explicit_suspension_period,unknown,high,
MAN_0156,correction_flagged,delisting,post_2018,20210226901514,2021-02-26,195440,1113949,퓨전,E,[기재정정]내부결산시점관리종목지정ㆍ형식적상장폐지ㆍ상장적격성실질심사사유발생,True,html_inline,0,,no_date_found,,,,unknown,low,body_no_evidence
MAN_0157,correction_flagged,suspension_related,post_2018,20210120900703,2021-01-20,087730,496225,이엠네트웍스,E,[기재정정]주권매매거래정지기간변경(회생절차 개시신청),True,html_inline,5,매매거래정지|재개일|정지기간,explicit_suspension_period,2020-05-29,정지기간,explicit_suspension_period,unknown,high,
MAN_0158,correction_flagged,suspension_related,post_2018,20200506900186,2020-05-06,114190,100601,강원에너지,K,[기재정정]주권매매거래정지기간변경(개선기간 부여),True,html_inline,3,매매거래정지|정지기간,explicit_suspension_period,2020-04-03,정지기간,explicit_suspension_period,unknown,high,
MAN_0159,correction_flagged,delisting,post_2018,20200302900212,2020-03-02,008800,164362,행남사,E,[기재정정]내부결산시점관리종목지정ㆍ형식적상장폐지ㆍ상장적격성실질심사사유발생,True,unparseable,0,,body_unavailable,,,,unknown,low,zip_unparseable
MAN_0160,correction_flagged,suspension_related,post_2018,20180402900901,2018-04-02,009780,121154,엠에스씨,K,[기재정정]주권매매거래정지(무상증자),True,unparseable,0,,body_unavailable,,,,unknown,low,zip_unparseable
MAN_0161,correction_flagged,delisting,post_2018,20200227901197,2020-02-27,080440,366793,에스제이케이,E,[기재정정]내부결산시점관리종목지정ㆍ형식적상장폐지ㆍ상장적격성실질심사사유발생,True,unparseable,0,,body_unavailable,,,,unknown,low,zip_unparseable
MAN_0162,correction_flagged,delisting,post_2018,20200814903247,2020-08-14,036260,122339,이매진아시아,E,[기재정정]기타시장안내(상장폐지 사유발생),True,html_inline,0,,no_date_found,,,,unknown,low,body_no_evidence
MAN_0163,correction_flagged,other,post_2018,20250311800669,2025-03-11,002410,122694,범양건영,Y,[기재정정]영업정지(종속회사의주요경영사항)              ,True,html_inline,2,정지일,explicit_effective_date,2025-03-07,정지일,explicit_suspension_date,unknown,high,
MAN_0164,correction_flagged,suspension_related,post_2018,20210430901247,2021-04-30,036180,257149,지더블유바이텍,E,[기재정정]기타시장안내(감사의견 관련 형식적 상장폐지 사유해소 및 매매거래정지 지속 안내),True,html_inline,6,매매거래정지,ambiguous_date,2021-04-30,매매거래정지,suspension_marker,unknown,medium,title_only_or_label_no_value
MAN_0165,correction_flagged,delisting,post_2018,20231121900399,2023-11-21,028300,199252,HLB,K,[기재정정]상장폐지승인을위한의안상정결정,True,html_inline,0,,no_date_found,,,,unknown,low,body_no_evidence
MAN_0166,correction_flagged,delisting,post_2018,20200311900827,2020-03-11,197210,601641,리드,E,[기재정정]내부결산시점관리종목지정ㆍ형식적상장폐지ㆍ상장적격성실질심사사유발생,True,html_inline,0,,no_date_found,,,,unknown,low,body_no_evidence
MAN_0167,correction_flagged,delisting,post_2018,20200320902388,2020-03-20,043100,220109,알파AI,K,[기재정정]내부결산시점관리종목지정ㆍ형식적상장폐지ㆍ상장적격성실질심사사유발생,True,html_inline,0,,no_date_found,,,,unknown,low,body_no_evidence
MAN_0168,correction_flagged,delisting,post_2018,20250801801163,2025-08-01,005390,136341,신성통상,E,[기재정정]상장폐지결정              ,True,html_inline,2,정리매매기간,explicit_liquidation_period,2025-07-09,정리매매기간,explicit_liquidation_period,unknown,high,
MAN_0169,correction_flagged,delisting,pre_2018,20110323900721,20110323,039040,00265078,유니텍전자,E,[기재정정]기타시장안내(상장폐지 관련),True,html_inline,0,,no_date_found,,,,unknown,low,body_no_evidence
MAN_0170,correction_flagged,delisting,post_2018,20181001800507,2018-10-01,002000,159005,생고뱅코리아홀딩스,E,[기재정정]상장폐지결정,True,unparseable,0,,body_unavailable,,,,unknown,low,zip_unparseable
MAN_0171,correction_flagged,suspension_related,post_2018,20220905900418,2022-09-05,319660,1365825,피에스케이,K,[기재정정]주권매매거래정지(무상증자),True,html_inline,4,매매거래정지|정지기간|정지일,explicit_suspension_period,2022-09-05,정지기간,explicit_suspension_period,unknown,high,
MAN_0172,correction_flagged,delisting,post_2018,20260325901362,2026-03-25,263050,1110678,유틸렉스,K,[기재정정]내부결산시점관리종목지정ㆍ형식적상장폐지ㆍ상장적격성실질심사사유발생              ,True,html_inline,0,,no_date_found,,,,unknown,low,body_no_evidence
MAN_0173,correction_flagged,other,post_2018,20220829900211,2022-08-29,096640,609315,멜파스,E,[기재정정]소송등의제기ㆍ신청(경영권분쟁소송)(직무집행정지 및 직무대행자 선임 가처분),True,html_inline,1,정지기간,ambiguous_date,,,,unknown,medium,title_only_or_label_no_value
MAN_0174,prior_failed_extraction,suspension_related,pre_2018,20110324900072,20110324,054170,,엔빅스,,주권매매거래정지기간변경(상장폐지사유발생),False,html_inline,2,매매거래정지|정지기간,explicit_suspension_period,2011-03-23,정지기간,explicit_suspension_period,before_rcept_dt,high,
MAN_0175,prior_failed_extraction,suspension_related,pre_2018,20150625900409,20150625,060900,,에이전트AI,,주권매매거래정지기간변경(구주권 제출),False,html_inline,2,매매거래정지|정지기간,explicit_suspension_period,2015-03-11,정지기간,explicit_suspension_period,before_rcept_dt,high,
MAN_0176,prior_failed_extraction,suspension_related,pre_2018,20170817900426,20170817,087220,,스틸플라워,,주권매매거래정지(상장적격성 실질심사 대상 (사유발생)),False,html_inline,3,매매거래정지|정지기간|정지일,explicit_suspension_period,2017-08-18,정지기간,explicit_suspension_period,after_rcept_dt,high,
MAN_0177,prior_failed_extraction,suspension_related,pre_2018,20160222900520,20160222,066110,,한프,,주권매매거래정지(구주권 제출),False,html_inline,3,매매거래정지|정지기간|정지일,explicit_suspension_period,2016-02-25,정지기간,explicit_suspension_period,after_rcept_dt,high,
MAN_0178,prior_failed_extraction,suspension_related,pre_2018,20121213900703,20121213,099660,,신텍,,주권매매거래정지(무상증자),False,html_inline,4,매매거래정지|재개일|정지기간|정지일,explicit_suspension_period,2012-12-13,정지기간,explicit_suspension_period,equal_to_rcept_dt,high,
MAN_0179,prior_failed_extraction,suspension_related,pre_2018,20140324900068,20140324,043710,,코스리거글로벌,,주권매매거래정지(관리종목지정사유발생),False,html_inline,4,매매거래정지|재개일|정지기간|정지일,explicit_suspension_period,2014-03-24,정지기간,explicit_suspension_period,equal_to_rcept_dt,high,
MAN_0180,prior_failed_extraction,suspension_related,pre_2018,20110125900076,20110125,043680,,스톰이앤에프,,주권매매거래정지(조회공시 신고시한 위반),False,html_inline,3,매매거래정지|정지기간|정지일,explicit_suspension_period,2011-01-25,정지기간,explicit_suspension_period,equal_to_rcept_dt,high,
MAN_0181,prior_failed_extraction,suspension_related,pre_2018,20160322900935,20160322,036220,,오상헬스케어,,주권매매거래정지기간변경(상장폐지 사유 발생),False,html_inline,2,매매거래정지|정지기간,explicit_suspension_period,2016-02-02,정지기간,explicit_suspension_period,before_rcept_dt,high,
MAN_0182,prior_failed_extraction,suspension_related,pre_2018,20110325901995,20110325,052510,,에코솔루션,,주권매매거래정지,False,html_inline,3,매매거래정지|정지기간|정지일,explicit_suspension_period,2011-03-28,정지기간,explicit_suspension_period,after_rcept_dt,high,
MAN_0183,prior_failed_extraction,suspension_related,pre_2018,20130208900071,20130208,012650,,쌍용건설,,주권매매거래정지(풍문 또는 보도 관련),False,html_inline,3,매매거래정지|정지기간|정지일,explicit_suspension_period,2013-02-08,정지기간,explicit_suspension_period,equal_to_rcept_dt,high,
MAN_0184,prior_failed_extraction,suspension_related,pre_2018,20100105900568,20100105,054020,,지케이파워,,주권매매거래정지(풍문 또는 보도관련),False,html_inline,3,매매거래정지|정지기간|정지일,explicit_suspension_period,2010-01-06,정지기간,explicit_suspension_period,after_rcept_dt,high,
MAN_0185,prior_failed_extraction,suspension_related,pre_2018,20110808900404,20110808,050640,,이룸지엔지,,주권매매거래정지기간변경(상장폐지 결정),False,html_inline,3,매매거래정지|정지기간,explicit_suspension_period,2011-05-23,정지기간,explicit_suspension_period,before_rcept_dt,high,
MAN_0186,prior_failed_extraction,suspension_related,pre_2018,20160909900386,20160909,240810,,원익IPS,,주권매매거래정지(합병),False,html_inline,4,매매거래정지|재개일|정지기간|정지일,explicit_suspension_period,2016-09-09,정지기간,explicit_suspension_period,equal_to_rcept_dt,high,
MAN_0187,prior_failed_extraction,suspension_related,pre_2018,20111101900437,20111101,015390,,엘앤씨피,,주권매매거래정지(풍문 또는 보도 관련),False,html_inline,3,매매거래정지|정지기간|정지일,explicit_suspension_period,2011-11-02,정지기간,explicit_suspension_period,after_rcept_dt,high,
MAN_0188,prior_failed_extraction,suspension_related,post_2018,20191217900559,2019-12-17,108860,,셀바스AI,,주권매매거래정지기간변경(개선기간 부여),False,html_inline,2,매매거래정지|정지기간,explicit_suspension_period,2019-03-22,정지기간,explicit_suspension_period,unknown,high,
MAN_0189,prior_failed_extraction,suspension_related,post_2018,20230321902081,2023-03-21,062860,,티엘아이,,주권매매거래정지기간변경(상장폐지 사유 발생),False,html_inline,2,매매거래정지|정지기간,explicit_suspension_period,2023-03-16,정지기간,explicit_suspension_period,unknown,high,
MAN_0190,prior_failed_extraction,suspension_related,post_2018,20180907900572,2018-09-07,151910,,퓨처코어,,주권매매거래정지(자본감소),False,html_inline,4,매매거래정지|재개일|정지기간|정지일,explicit_suspension_period,2018-09-07,정지기간,explicit_suspension_period,unknown,high,
MAN_0191,prior_failed_extraction,suspension_related,post_2018,20241106900453,2024-11-06,023460,,씨앤에이치,,"주권매매거래정지기간변경              (주식의 병합, 분할 등 전자등록 변경, 말소)",False,html_inline,2,매매거래정지|정지기간,explicit_suspension_period,2024-11-04,정지기간,explicit_suspension_period,unknown,high,
MAN_0192,prior_failed_extraction,suspension_related,post_2018,20190508900651,2019-05-08,083470,,이엠앤아이,,주권매매거래정지기간변경(개선기간 부여),False,html_inline,2,매매거래정지|정지기간,explicit_suspension_period,2019-01-17,정지기간,explicit_suspension_period,unknown,high,
MAN_0193,prior_failed_extraction,suspension_related,post_2018,20200420900733,2020-04-20,223310,,사토시홀딩스,,주권매매거래정지(풍문 또는 보도 관련),False,html_inline,7,거래정지기간|매매거래정지|매매거래정지기간|정지기간|정지일,explicit_suspension_period,2020-04-21,정지기간,explicit_suspension_period,unknown,high,
MAN_0194,prior_successful_control,suspension_related,pre_2018,20171220900003,20171220,215750,,미래에셋제3호기업인수목적,,주권매매거래정지,False,html_inline,6,매매거래정지|상장폐지일|정리매매기간|정지기간|정지일|폐지일,explicit_suspension_period,2017-12-20,정지기간,explicit_suspension_period,equal_to_rcept_dt,high,
MAN_0195,prior_successful_control,resumption_related,post_2018,20240923900616,2024-09-23,111870,,케이에이치미래물산,,주권매매거래정지해제              (상장폐지에 따른 정리매매 개시),False,html_inline,5,매매거래정지|상장폐지일|정리매매기간|폐지일|해제일,explicit_resumption_date,2024-09-25,해제일,explicit_resumption_date,unknown,high,
